code,description,type
BBr3z,[M]Plasma Cell Leukaemia Nos,CTV3
BBr4.,[M]Erythroleukaemias,CTV3
BBr40,[M]Erythroleukaemia,CTV3
BBr41,Acute Erythraemia,CTV3
BBr42,[M]Chronic Erythraemia,CTV3
BBr4z,[M]Erythroleukaemia Nos,CTV3
BBr50,[M]Lymphosarcoma Cell Leukaemia,CTV3
BBr5z,[M]Lymphosarcoma Cell Leukaemia Nos,CTV3
BBr6.,[M]Myeloid Leukaemias,CTV3
BBr60,[M]Myeloid Leukaemia Nos,CTV3
BBr61,[M]Acute Myeloid Leukaemia,CTV3
BBr62,[M]Subacute Myeloid Leukaemia,CTV3
BBr63,[M]Chronic Myeloid Leukaemia,CTV3
BBr64,[M]Aleukaemic Myeloid Leukaemia,CTV3
BBr65,[M]Neutrophilic Leukaemia,CTV3
BBr66,[M]Acute Promyelocytic Leukaemia,CTV3
BBr67,[M]Acute Myelomonocytic Leukaemia,CTV3
BBr68,[M]Chronic Myelomonocytic Leukaemia,CTV3
BBr6z,[M]Other Myeloid Leukaemia Nos,CTV3
BBr7.,[M]Basophilic Leukaemias,CTV3
BBr70,[M]Basophilic Leukaemia,CTV3
BBr7z,[M]Basophilic Leukaemia Nos,CTV3
BBr8.,[M]Eosinophilic Leukaemias,CTV3
BBr80,Eosinophilic Leukaemia,CTV3
BBr8z,[M]Eosinophilic Leukaemia Nos,CTV3
BBr9.,[M]Monocytic Leukaemias,CTV3
BBr90,[M]Monocytic Leukaemia Nos,CTV3
BBr91,[M]Acute Monocytic Leukaemia,CTV3
BBr92,[M]Subacute Monocytic Leukaemia,CTV3
BBr93,[M]Chronic Monocytic Leukaemia,CTV3
BBr94,[M]Aleukaemic Monocytic Leukaemia,CTV3
BBr9z,[M]Other Monocytic Leukaemia Nos,CTV3
BBrA.,[M]Miscellaneous Leukaemias,CTV3
BBrA0,[M]Mast Cell Leukaemia,CTV3
BBrA1,[M]Megakaryocytic Leukaemia,CTV3
BBrA2,Megakaryocytic Myelosis,CTV3
BBrA3,[M]Myeloid Sarcoma,CTV3
BBrA5,[M]Acute Megakaryoblastic Leukaemia,CTV3
BBrA7,[M]Acute Myelofibrosis,CTV3
BBrA8,[M]Leukaemic Reticuloendotheliosis,CTV3
BBrAz,[M]Miscellaneous Leukaemia Nos,CTV3
BBs..,[M]Misc Myeloproliferative And Lymphoproliferative Disorders,CTV3
BBs1.,[M]Acute Panmyelosis,CTV3
BBv0.,[M]Monocytoid B-Cell Lymphoma,CTV3
BBv2.,[M]Angiocentrict-Cell Lymphoma,CTV3
ByuD.,"[X]Malignant Neoplasms Of Lymphoid, Haematopoietic And Rela",CTV3
ByuD0,[X]Other Hodgkin's Disease,CTV3
ByuD1,[X]Other Types Of Follicular Non-Hodgkin's Lymphoma,CTV3
ByuD2,[X]Other Types Of Diffuse Non-Hodgkin's Lymphoma,CTV3
ByuD3,[X]Other Specified Types Of Non-Hodgkin's Lymphoma,CTV3
ByuD4,[X]Other Malignant Immunoproliferative Diseases,CTV3
ByuD5,[X]Other Lymphoid Leukaemia,CTV3
ByuD6,[X]Other Myeloid Leukaemia,CTV3
ByuD7,[X]Other Monocytic Leukaemia,CTV3
ByuD8,[X]Other Specified Leukaemias,CTV3
ByuD9,[X]Other Leukaemia Of Unspecified Cell Type,CTV3
ByuDA,"[X]Oth Spcf Mal Neoplsm/Lymphoid,Haematopoietic+Rltd Tissue",CTV3
ByuDB,"[X]Mal Neoplasm/Lymphoid,Haematopoietic+Related Tissu,Unspcf",CTV3
ByuDC,"[X]Diffuse Non-Hodgkin's Lymphoma, Unspecified",CTV3
ByuDE,[X]Unspecified B-Cell Non-Hodgkin's Lymphoma,CTV3
ByuH6,[X]Neoplasm/Uncertn+Unknwn Behavior/Oth Myelodysplastic Synd,CTV3
C333.,Macroglobulinaemia,CTV3
C3330,Waldenstrom's Macroglobulinaemia,CTV3
C3331,Alpha Heavy Chain Disease,CTV3
C3332,Gamma Heavy Chain Disease,CTV3
C333z,Macroglobulinaemia Nos,CTV3
C37y0,Schuller-Christian Syndrome,CTV3
C37y1,Eosinophilic Granuloma,CTV3
C37y5,Histiocytosis X Syndrome,CTV3
C37y6,"Histiocytosis X , Unspecified",CTV3
C37y7,"Histiocytosis, Unspecified",CTV3
N3309,Osteoporosis In Multiple Myelomatosis,CTV3
X00eT,Lymphoma Of Retina,CTV3
X102I,Pulmonary Histiocytosis X,CTV3
X20E9,Langerhans' Cell Histiocytosis,CTV3
X20HV,Lipochrome Histiocytosis - Familial,CTV3
X30L7,Leukaemic Infiltrate Of Kidney,CTV3
X30L8,Lymphoma Of Kidney,CTV3
X50BR,Lymphomatoid Papulosis,CTV3
X70LK,African Burkitt's Lymphoma,CTV3
X78e2,Leukaemia,CTV3
X78hl,Cutaneous Lymphoma,CTV3
X78hm,Mycosis Fungoides Of Skin,CTV3
X78hn,Sezary's Disease Of Skin,CTV3
XE13I,(Plasma Prot Met Dis: & [Hyper/Hypo Prot]) Or (Wald Macrogl),CTV3
XE1vo,Malignant Tumour Of Lymphoid Haemopoietic And Related Tissue,CTV3
XE1vp,Nodular Lymphoma,CTV3
XE1vq,Lymphoid And Histiocytic Malignancy Nos,CTV3
XE1vr,Chronic Erythraemia,CTV3
XE1wd,"[M]Malignant Lymphoma, Mixed Lymphocytic-Histiocytic Nos",CTV3
XE1we,"[M]Lymphogranuloma, Malignant",CTV3
XE1wf,"[M]Malignant Lymphoma, Nodular Nos",CTV3
XE20J,(Lymphatic Tissue Carcinoma) Or (Lymphoma),CTV3
XE20N,Multiple Myeloma Etc.,CTV3
XE20P,(Plasma Cell Leukaemia) Or (Immunoprolif Neoplasm Nos),CTV3
XE20R,Leukaemia: [Lymphoid][Monocytic][Myeloid][Specif Cell Type],CTV3
XE20T,Leukaemia - Specif. Cell Nos,CTV3
XE20V,(Aleukaemic Leukaemia) Or (Leukaemia - Unspec Cell Nos),CTV3
XE2bV,Malignant Lymphoma - Immunoblastic,CTV3
XE2t9,"[X]Non-Hodgkin's Lymphoma, Unspecified Type",CTV3
XE2vi,Acute Erythraemia And Erythroleukaemia,CTV3
XM1FM,"Malign Lymphoma - Lymphocytic, Intermediate Differentiation",CTV3
XS5X2,Enteropathy Associated T-Cell Lymphoma,CTV3
Xa0DX,Gastric Lymphoma,CTV3
Xa0Dd,Lymphoma Of Intestine,CTV3
Xa0E1,Primary Cerebral Lymphoma,CTV3
Xa0QP,B-Cell Chronic Lymphocytic Leukaemia,CTV3
Xa0QQ,B-Cell Chronic Lymphocytic Leukaemia Variant,CTV3
Xa0Ri,Malignant White Blood Cell Disorder,CTV3
Xa0Rk,T-Cell Chronic Lymphocytic Leukaemia,CTV3
Xa0Rn,Chronic Lymphocytic Prolymphocytic Leukaemia Syndrome,CTV3
Xa0Ro,Richter's Syndrome,CTV3
Xa0Rp,Splenic Lymphoma With Villous Lymphocytes,CTV3
Xa0S9,T-Cell Prolymphocytic Leukaemia,CTV3
Xa0SA,Hairy Cell Leukaemia Variant,CTV3
Xa0SB,Large Granular Lymphocytic Leukaemia,CTV3
Xa0SC,Lymphoma With Spill,CTV3
Xa0SD,B-Cell Acute Lymphoblastic Leukaemia,CTV3
Xa0SE,Pre B-Cell Acute Lymphoblastic Leukaemia,CTV3
Xa0SF,Common Acute Lymphoblastic Leukaemia,CTV3
Xa0SG,Null Cell Acute Lymphoblastic Leukaemia,CTV3
Xa0SH,T-Cell Acute Lymphoblastic Leukaemia,CTV3
Xa0SL,Light Chain Myeloma,CTV3
Xa0SM,Heavy Chain Disease,CTV3
Xa0SN,Non-Secretory Myeloma,CTV3
Xa0SV,Juvenile Chronic Myeloid Leukaemia,CTV3
Xa0SX,Atypical Chronic Myeloid Leukaemia,CTV3
Xa0Sk,Acute Myeloblastic Leukaemia,CTV3
Xa0Sl,Acute Monoblastic Leukaemia,CTV3
Xa0Sm,Acute Megakaryoblastic Leukaemia,CTV3
Xa0Sn,Acute Eosinophilic Leukaemia,CTV3
Xa0So,Acute Myelofibrosis,CTV3
Xa0St,"Hodgkin's Disease, Lymphocytic Predominance - Nodular",CTV3
Xa0Su,"Hodgkin's Disease, Lymphocytic Predominance - Diffuse",CTV3
Xa0Sv,"Hodgkin's Disease,Nodular Sclerosis-Lymphocytic Predominance",CTV3
Xa0Sw,"Hodgkin's Disease, Nodular Sclerosis - Mixed Cellularity",CTV3
Xa0Sx,"Hodgkin's Disease, Nodular Sclerosis - Lymphocytic Depletion",CTV3
Xa0Sy,B-Cell Lymphoma,CTV3
Xa0Sz,Cutaneous/Peripheral T-Cell Lymphoma,CTV3
Xa0T0,Prethymic And Thymic T-Cell Lymphoma/Leukaemia,CTV3
Xa0T1,Low Grade B-Cell Lymphoma,CTV3
Xa0T2,Diffuse Low Grade B-Cell Lymphoma,CTV3
Xa0T3,High Grade B-Cell Lymphoma,CTV3
Xa0T4,Follicular Low Grade B-Cell Lymphoma,CTV3
Xa0T5,B-Cell Prolymphocytic Leukaemia,CTV3
Xa0T7,Malignant Lymphomatous Polyposis,CTV3
Xa0T8,Mucosa-Associated Lymphoma,CTV3
Xa0T9,Monocytoid B-Cell Lymphoma,CTV3
Xa0TA,Follicular Malignant Lymphoma - Mixed Cell Type,CTV3
Xa0TD,Follicular Malignant Lymphoma - Small Cleaved Cell,CTV3
Xa0TE,Diffuse High Grade B-Cell Lymphoma,CTV3
Xa0TF,Nodular High Grade B-Cell Lymphoma,CTV3
Xa0TG,Diffuse Malignant Lymphoma - Large Cell,CTV3
Xa0TH,Diffuse Malignant Lymphoma - Large Cleaved Cell,CTV3
Xa0TI,Diffuse Malignant Lymphoma - Large Non-Cleaved Cell,CTV3
Xa0TM,Diffuse Malignant Lymphoma - Centroblastic Polymorphic,CTV3
Xa0TP,Malignant Lymphoma - Lymphoblastic,CTV3
Xa0TS,Large Cell Anaplastic Lymphoma,CTV3
Xa0TX,Follicular Malignant Lymphoma - Large Cell,CTV3
Xa0TY,Low Grade T-Cell Lymphoma,CTV3
Xa0TZ,High Grade T-Cell Lymphoma,CTV3
Xa0Th,Peripheral T-Cell Lymphoma,CTV3
Xa0Ti,T-Zone Lymphoma,CTV3
Xa0Tj,Lymphoepithelioid Lymphoma,CTV3
Xa0Tk,Angioimmunoblastic Lymphadenopathy With Dysproteinaemia,CTV3
Xa0To,Angiocentric T-Cell Lymphoma,CTV3
Xa0Tr,Peripheral T-Cell Lymphoma - Pleomorphic Small Cell,CTV3
Xa0Tt,Peripheral T-Cell Lymphoma-Pleomorphic Medium And Large Cell,CTV3
Xa0Tu,Enteropathy-Associated T-Cell Lymphoma,CTV3
Xa0Ty,True Histiocytic Lymphoma,CTV3
Xa0U5,Malignant Lymphoma Of Testis,CTV3
Xa0bR,Malignant Lymphoma Of Thyroid Gland,CTV3
Xa0bS,Malignant Lymphoma Of Breast,CTV3
Xa0eB,Hypergranular Promyelocytic Leukaemia,CTV3
Xa0eC,Erythraemia,CTV3
Xa0jn,Acute Biphenotypic Leukaemia,CTV3
Xa36a,Iga Myeloma,CTV3
Xa36b,Igg Myeloma,CTV3
Xa36c,Igd Myeloma,CTV3
Xa3EW,Acute Myeloblastic Leukaemia - Undifferentiated,CTV3
Xa3Ea,Acute Myeloblastic Leukaemia Without Maturation,CTV3
Xa3Ec,Acute Myeloblastic Leukaemia With Maturation,CTV3
Xa3Ee,Acute Promyelocytic Leukaemia - Hypogranular Variant,CTV3
Xa3En,Intermediate Grade B-Cell Lymphoma,CTV3
Xa3HG,Acute Myelomonocytic Leukaemia - Eosinophilic Variant,CTV3
Xa8Jb,T-Cell Lymphoma,CTV3
Xa99k,Malignant Lymphoma,CTV3
Xa99l,Malignant Lymphoma - Small Lymphocytic,CTV3
Xa99n,Diffuse Malignant Lymphoma - Centroblastic,CTV3
Xa99w,"Nodular Malignant Lymphoma, Lymphocytic - Well Diffrentiated",CTV3
Xa99z,"Nodul Malig Lymphoma, Lymphocytic - Intermed Differentiation",CTV3
Xa9AA,Plasmacytoma - Disorder,CTV3
Xa9AM,Acute Leukaemia,CTV3
Xa9AN,Subacute Leukaemia,CTV3
Xa9AO,Chronic Leukaemia,CTV3
Xa9AP,Aleukaemic Leukaemia,CTV3
Xa9EH,"Malignant Lymphoma, Convoluted Cell Type",CTV3
Xa9FC,"Malignant Lymphoma, Follicular Centre Cell",CTV3
Xa9FD,"Malignant Lymphoma, Follicular Centre Cell, Cleaved",CTV3
Xa9FE,"Malignant Lymphoma, Follicular Centre Cell, Non-Cleaved",CTV3
Xa9FF,"Malignant Lymphoma, Nodular",CTV3
XaB47,Atypical Hairy Cell Leukaemia,CTV3
XaBAk,Malignant Mastocytosis,CTV3
XaBAl,Erythroleukaemia,CTV3
XaBAm,Basophilic Leukaemia,CTV3
XaBB3,Plasma Cell Leukaemia,CTV3
XaBBC,Neutrophilic Leukaemia,CTV3
XaBBM,Prolymphocytic Lymphosarcoma,CTV3
XaBBN,Malignant Lymphoma - Lymphoplasmacytic,CTV3
XaBBO,Diffuse Malignant Lymphoma - Centroblastic-Centrocytic,CTV3
XaBBP,Malignant Lymphoma - Centrocytic,CTV3
XaBBZ,"Hodgkin's Disease, Lymphocytic Depletion, Diffuse Fibrosis",CTV3
XaBBb,"Hodgkin's Disease, Lymphocytic Depletion, Reticular Type",CTV3
XaBBc,"Hodgkin's Disease, Nodular Sclerosis - Cellular Phase",CTV3
XaBBd,"Malignant Lymphoma, Mixed Lymphocytic-Histiocytic, Nodular",CTV3
XaBBf,"Malignant Lymphoma, Centroblastic-Centrocytic, Follicular",CTV3
XaBBo,"Malign Lymphoma, Lymphocytic, Poorly Differentiated, Nodular",CTV3
XaBBp,"Malignant Lymphoma, Centroblastic Type, Follicular",CTV3
XaBBs,Histiocytic Medullary Reticulosis,CTV3
XaBLw,Follicular Non-Hodgkin's Lymphoma,CTV3
XaBLx,Plasmacytoma Nos,CTV3
XaBLz,[M]Waldenstrom's Macroglobulinaemia,CTV3
XaC2n,[M]Hodgkin's Disease Nos,CTV3
XaE68,Ocular Lymphoma,CTV3
XaELI,Lambda Light Chain Myeloma,CTV3
XaFpR,B-Cell Lymphoma Morphology,CTV3
XaFpS,Low Grade B-Cell Lymphoma Morphology,CTV3
XaFpT,Follicular Low Grade B-Cell Lymphoma Morphology,CTV3
XaFpU,High Grade B-Cell Lymphoma Morphology,CTV3
XaFpV,T-Cell Lymphoma Morphology,CTV3
XaFpW,High Grade T-Cell Lymphoma Morphology,CTV3
XaFpy,Diffuse Low Grade B-Cell Lymphoma Morphology,CTV3
XaFpz,Low Grade T-Cell Lymphoma Morphology,CTV3
XaFqH,Nodular High Grade B-Cell Lymphoma Morphology,CTV3
XaFqN,Diffuse High Grade B-Cell Lymphoma Morphology,CTV3
XaImp,Lymphoma Stage I,CTV3
XaImq,Lymphoma Stage Ii,CTV3
XaImr,Lymphoma Stage Iii,CTV3
XaIms,Lymphoma Stage Iv,CTV3
XaPQD,Mantle Cell Lymphoma,CTV3
XaYdL,Juvenile Myelomonocytic Leukaemia,CTV3
XaYgm,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,CTV3
XaYi5,Diffuse Follicle Centre Lymphoma,CTV3
XaYiI,Anaplastic Lymphoma Kinase Negative Anaplastic Lg Cell Lymph,CTV3
XaYiL,Alk Positive Anaplastic Large Cell Lymphoma,CTV3
XaYiN,Hepatosplenic T-Cell Lymphoma,CTV3
XaYii,Extranod Marg Zone B-Cell Lymphom Mucosa-Assoc Lymphoid Tiss,CTV3
XaYij,Follicular Lymphoma Grade 1,CTV3
XaYil,Follicular Lymphoma Grade 3a,CTV3
XaYim,Follicular Lymphoma Grade 3b,CTV3
XaYin,Cutaneous Follicle Centre Lymphoma,CTV3
XaYip,Sarcoma Of Dendritic Cells,CTV3
XaYis,"Atypical Chronic Myeloid Leukaemia, Bcr/Abl Negative",CTV3
XaYj0,"Chronic Myelogenous Leukaemia, Bcr/Abl Positive",CTV3
XaYj4,Acute Myeloid Leukaemia With Myelodysplasia-Related Changes,CTV3
XaYj9,Acute Myeloid Leukaemia With 11q23 Abnormality,CTV3
XaYjI,Primary Cutaneous Cd30 Antigen Positive Large T-Cell Lymphom,CTV3
XaYje,"Extranodal Natural Killer/T-Cell Lymphoma, Nasal Type",CTV3
XaYjf,Subcutaneous Panniculitic T-Cell Lymphoma,CTV3
XaYk0,Blastic Plasmacytoid Dendritic Cell Neoplasm,CTV3
XaYv2,Refractory Anaemia With Multilineage Dysplasia,CTV3
XaZdD,Follicular Lymphoma Grade 3,CTV3
XaZdF,Follicular Lymphoma Grade 2,CTV3
XaZdn,Diffuse Large B-Cell Lymphoma,CTV3
XaZfR,Adult T-Cell Leukaemia/Lymphoma,CTV3
Xaa1N,Clinical Stage A Chronic Lymphocytic Leukaemia,CTV3
Xaa1O,Clinical Stage B Chronic Lymphocytic Leukaemia,CTV3
Xaa1P,Clinical Stage C Chronic Lymphocytic Leukaemia,CTV3
Xaa8z,[M]Juvenile Myelomonocytic Leukaemia,CTV3
Y1b23,Solitary Osseous Myeloma,CTV3
B211,Hiv Disease Resulting In Burkitt Lymphoma,ICD-10
B212,Hiv Disease Resulting In Other Types Of Non-Hodgkin Lymphoma,ICD-10
B213,"Hiv Disease Resulting In Other Malignant Neoplasms Of Lymphoid, Haematopoietic And Related Tissue",ICD-10
C81,Hodgkin Lymphoma,ICD-10
C810,Nodular Lymphocyte Predominant Hodgkin Lymphoma,ICD-10
C811,Nodular Sclerosis (Classical) Hodgkin Lymphoma,ICD-10
C812,Mixed Cellularity (Classical) Hodgkin Lymphoma,ICD-10
C813,Lymphocyte Depleted (Classical) Hodgkin Lymphoma,ICD-10
C814,Lymphocyte-Rich (Classical) Hodgkin Lymphoma,ICD-10
C817,Other (Classical) Hodgkin Lymphoma,ICD-10
C819,"Hodgkin Lymphoma, Unspecified",ICD-10
C82,Follicular Lymphoma,ICD-10
C820,Follicular Lymphoma Grade I,ICD-10
C821,Follicular Lymphoma Grade Ii,ICD-10
C822,"Follicular Lymphoma Grade Iii, Unspecified",ICD-10
C823,Follicular Lymphoma Grade Iiia,ICD-10
C824,Follicular Lymphoma Grade Iiib,ICD-10
C825,Diffuse Follicle Centre Lymphoma,ICD-10
C826,Cutaneous Follicle Centre Lymphoma,ICD-10
C827,Other Types Of Follicular Lymphoma,ICD-10
C829,"Follicular Lymphoma, Unspecified",ICD-10
C83,Non-Follicular Lymphoma,ICD-10
C830,Small Cell B-Cell Lymphoma,ICD-10
C831,Mantle Cell Lymphoma,ICD-10
C833,Diffuse Large B-Cell Lymphoma,ICD-10
C835,Lymphoblastic (Diffuse) Lymphoma,ICD-10
C837,Burkitt Lymphoma,ICD-10
C838,Other Non-Follicular Lymphoma,ICD-10
C839,"Non-Follicular (Diffuse) Lymphoma, Unspecified",ICD-10
C84,Mature T/Nk-Cell Lymphomas,ICD-10
C840,Mycosis Fungoides,ICD-10
C841,S?Zary Disease,ICD-10
C844,"Peripheral T-Cell Lymphoma, Not Elsewhere Classified",ICD-10
C845,Other Mature T/Nk-Cell Lymphomas,ICD-10
C846,"Anaplastic Large Cell Lymphoma, Alk-Positive",ICD-10
C847,"Anaplastic Large Cell Lymphoma, Alk-Negative",ICD-10
C848,"Cutaneous T-Cell Lymphoma, Unspecified",ICD-10
C849,"Mature T/Nk-Cell Lymphoma, Unspecified",ICD-10
C85,Other And Unspecified Types Of Non-Hodgkin Lymphoma,ICD-10
C851,"B-Cell Lymphoma, Unspecified",ICD-10
C852,Mediastinal (Thymic) Large B-Cell Lymphoma,ICD-10
C857,Other Specified Types Of Non-Hodgkin Lymphoma,ICD-10
C859,"Non-Hodgkin Lymphoma, Unspecified",ICD-10
C86,Other Specified Types Of T/Nk-Cell Lymphoma,ICD-10
C860,"Extranodal Nk/T-Cell Lymphoma, Nasal Type",ICD-10
C861,Hepatosplenic T-Cell Lymphoma,ICD-10
C862,Enteropathy-Type (Intestinal) T-Cell Lymphoma,ICD-10
C863,Subcutaneous Panniculitis-Like T-Cell Lymphoma,ICD-10
C864,Blastic Nk-Cell Lymphoma,ICD-10
C865,Angioimmunoblastic T-Cell Lymphoma,ICD-10
C866,Primary Cutaneous Cd30-Positive T-Cell Proliferations,ICD-10
C88,Malignant Immunoproliferative Diseases,ICD-10
C880,Waldenstr?M Macroglobulinaemia,ICD-10
C882,Other Heavy Chain Disease,ICD-10
C883,Immunoproliferative Small Intestinal Disease,ICD-10
C884,Extranodal Marginal Zone B-Cell Lymphoma Of Mucosa-Associated Lymphoid Tissue [Malt-Lymphoma],ICD-10
C887,Other Malignant Immunoproliferative Diseases,ICD-10
C889,"Malignant Immunoproliferative Disease, Unspecified",ICD-10
C90,Multiple Myeloma And Malignant Plasma Cell Neoplasms,ICD-10
C900,Multiple Myeloma,ICD-10
C901,Plasma Cell Leukaemia,ICD-10
C902,Extramedullary Plasmacytoma,ICD-10
C903,Solitary Plasmacytoma,ICD-10
C91,Lymphoid Leukaemia,ICD-10
C910,Acute Lymphoblastic Leukaemia [All],ICD-10
C911,Chronic Lymphocytic Leukaemia Of B-Cell Type,ICD-10
C913,Prolymphocytic Leukaemia Of B-Cell Type,ICD-10
C914,Hairy-Cell Leukaemia,ICD-10
C915,Adult T-Cell Lymphoma/Leukaemia [Htlv-1-Associated],ICD-10
C916,Prolymphocytic Leukaemia Of T-Cell Type,ICD-10
C917,Other Lymphoid Leukaemia,ICD-10
C918,Mature B-Cell Leukaemia Burkitt-Type,ICD-10
C919,"Lymphoid Leukaemia, Unspecified",ICD-10
C92,Myeloid Leukaemia,ICD-10
C920,Acute Myeloblastic Leukaemia [Aml],ICD-10
C921,"Chronic Myeloid Leukaemia [Cml], Bcr/Abl-Positive",ICD-10
C922,"Atypical Chronic Myeloid Leukaemia, Bcr/Abl-Negative",ICD-10
C923,Myeloid Sarcoma,ICD-10
C924,Acute Promyelocytic Leukaemia [Pml],ICD-10
C925,Acute Myelomonocytic Leukaemia,ICD-10
C926,Acute Myeloid Leukaemia With 11q23-Abnormality,ICD-10
C927,Other Myeloid Leukaemia,ICD-10
C928,Acute Myeloid Leukaemia With Multilineage Dysplasia,ICD-10
C929,"Myeloid Leukaemia, Unspecified",ICD-10
C93,Monocytic Leukaemia,ICD-10
C930,Acute Monoblastic/Monocytic Leukaemia,ICD-10
C931,Chronic Myelomonocytic Leukaemia,ICD-10
C933,Juvenile Myelomonocytic Leukaemia,ICD-10
C937,Other Monocytic Leukaemia,ICD-10
C939,"Monocytic Leukaemia, Unspecified",ICD-10
C94,Other Leukaemias Of Specified Cell Type,ICD-10
C940,Acute Erythroid Leukaemia,ICD-10
C942,Acute Megakaryoblastic Leukaemia,ICD-10
C943,Mast Cell Leukaemia,ICD-10
C944,Acute Panmyelosis With Myelofibrosis,ICD-10
C946,"Myelodysplastic And Myeloproliferative Disease, Not Elsewhere Classified",ICD-10
C947,Other Specified Leukaemias,ICD-10
C95,Leukaemia Of Unspecified Cell Type,ICD-10
C950,Acute Leukaemia Of Unspecified Cell Type,ICD-10
C951,Chronic Leukaemia Of Unspecified Cell Type,ICD-10
C957,Other Leukaemia Of Unspecified Cell Type,ICD-10
C959,"Leukaemia, Unspecified",ICD-10
C96,"Other And Unspecified Malignant Neoplasms Of Lymphoid, Haematopoietic And Related Tissue",ICD-10
C960,Multifocal And Multisystemic (Disseminated) Langerhans-Cell Histiocytosis [Letterer-Siwe Disease],ICD-10
C962,Malignant Mast Cell Tumour,ICD-10
C964,Sarcoma Of Dendritic Cells (Accessory Cells),ICD-10
C965,Multifocal And Unisystemic Langerhans-Cell Histiocytosis,ICD-10
C966,Unifocal Langerhans-Cell Histiocytosis,ICD-10
C967,"Other Specified Malignant Neoplasms Of Lymphoid, Haematopoietic And Related Tissue",ICD-10
C968,Histiocytic Sarcoma,ICD-10
C969,"Malignant Neoplasm Of Lymphoid, Haematopoietic And Related Tissue, Unspecified",ICD-10
D466,Myelodysplastic Syndrome With Isolated Del(5q) Chromosomal Abnormality,ICD-10
D467,Other Myelodysplastic Syndromes,ICD-10
D469,"Myelodysplastic Syndrome, Unspecified",ICD-10
D47,"Other Neoplasms Of Uncertain Or Unknown Behaviour Of Lymphoid, Haematopoietic And Related Tissue",ICD-10
D470,Histiocytic And Mast Cell Tumours Of Uncertain And Unknown Behaviour,ICD-10
D471,Chronic Myeloproliferative Disease,ICD-10
D474,Osteomyelofibrosis,ICD-10
D475,Chronic Eosinophilic Leukaemia [Hypereosinophilic Syndrome],ICD-10
D477,"Other Specified Neoplasms Of Uncertain Or Unknown Behaviour Of Lymphoid, Haematopoietic And Related Tissue",ICD-10
D479,"Neoplasm Of Uncertain Or Unknown Behaviour Of Lymphoid, Haematopoietic And Related Tissue, Unspecified",ICD-10
D595,Paroxysmal Nocturnal Haemoglobinuria [Marchiafava-Micheli],ICD-10
D70,Agranulocytosis,ICD-10
D71,Functional Disorders Of Polymorphonuclear Neutrophils,ICD-10
D760,"Langerhans' Cell Histiocytosis, Not Elsewhere Classified",ICD-10
D761,Haemophagocytic Lymphohistiocytosis,ICD-10
D898,"Other Specified Disorders Involving The Immune Mechanism, Not Elsewhere Classified",ICD-10
D899,"Disorder Involving The Immune Mechanism, Unspecified",ICD-10
128933000,Chronic leukemia - category (morphologic abnormality),SNOMED-CT
277610002,"Hodgkin's disease, nodular sclerosis - lymphocytic predominance (disorder)",SNOMED-CT
847481000000109,Follicular lymphoma grade 1 (disorder),SNOMED-CT
188733003,Chronic eosinophilic leukemia (disorder),SNOMED-CT
188612002,Nodular lymphoma of lymph nodes of axilla and upper limb (disorder),SNOMED-CT
277643003,High grade T-cell lymphoma (disorder),SNOMED-CT
188732008,Myeloid leukemia (disorder),SNOMED-CT
10639003,Solitary plasmacytoma of bone (morphologic abnormality),SNOMED-CT
188510001,"Burkitt's lymphoma of lymph nodes of head, face and neck (disorder)",SNOMED-CT
188517003,Burkitt's lymphoma of lymph nodes of multiple sites (disorder),SNOMED-CT
65399007,Langerhans cell histiocytosis (disorder),SNOMED-CT
188746008,Subacute monocytic leukemia (disorder),SNOMED-CT
93521006,Hodgkin's disease of intrapelvic lymph nodes (disorder),SNOMED-CT
189962004,"Malignant lymphoma, stem cell type (morphologic abnormality)",SNOMED-CT
314930007,Low grade T-cell lymphoma morphology (morphologic abnormality),SNOMED-CT
188514005,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb (disorder),SNOMED-CT
93183001,Malignant histiocytosis of intrapelvic lymph nodes (disorder),SNOMED-CT
93134000,Letterer-Siwe disease of intrapelvic lymph nodes (disorder),SNOMED-CT
128799007,"Hodgkin lymphoma, lymphocyte-rich (morphologic abnormality)",SNOMED-CT
278052009,Malignant lymphoma of breast (disorder),SNOMED-CT
277567002,T-cell prolymphocytic leukemia (disorder),SNOMED-CT
45572000,"Hodgkin lymphoma, nodular sclerosis, grade 1 (morphologic abnormality)",SNOMED-CT
302845006,"Nodular malignant lymphoma, lymphocytic - well differentiated (disorder)",SNOMED-CT
93509007,"Hodgkin's disease, mixed cellularity of spleen (disorder)",SNOMED-CT
269476000,Nodular lymphoma (disorder),SNOMED-CT
41529000,"Hodgkin lymphoma, mixed cellularity (morphologic abnormality)",SNOMED-CT
1091921000000103,B-cell non-Hodgkin's lymphoma (disorder),SNOMED-CT
236512004,Leukemic infiltrate of kidney (disorder),SNOMED-CT
307650006,Histiocytic medullary reticulosis (disorder),SNOMED-CT
400001003,Primary cutaneous lymphoma (disorder),SNOMED-CT
118605002,"Hodgkin lymphoma, nodular lymphocyte predominance (disorder)",SNOMED-CT
127580003,Plasma cell neoplasm (morphologic abnormality),SNOMED-CT
277623009,Monocytoid B-cell lymphoma (disorder),SNOMED-CT
307634003,"Hodgkin's disease, lymphocytic depletion, reticular type (disorder)",SNOMED-CT
