code,description,type
410751000000109,[V]Cornea Transplanted (Context-Dependent Category),SNOMED-CT
808091000000109,Transplantation Surgery,SNOMED-CT
316056001,[V]Heart Valve Transplanted (Situation),SNOMED-CT
236568008,Renal Transplant Disorder (Disorder),SNOMED-CT
257821000000100,Orthotopic Transplantation Of Whole Liver,SNOMED-CT
707901000000101,Post-Transplant Lymphoproliferative Disorder,SNOMED-CT
262181000000103,Interventions Associated With Transplantation Of Kidney Nos,SNOMED-CT
257191000000106,Transplantation Of Ileum Nos,SNOMED-CT
N165,N16.5 Renal Tubulo-Interstitial Disorders In Transplant Rejection,ICD-10
T861,Kidney Transplant Failure And Rejection,ICD-10
T862,Heart Transplant Failure And Rejection,ICD-10
T863,Heart-Lung Transplant Failure And Rejection,ICD-10
T864,Liver Transplant Failure And Rejection,ICD-10
T868,Failure And Rejection Of Other Transplanted Organs And Tissues,ICD-10
T869,Failure And Rejection Of Unspecified Transplanted Organ And Tissue,ICD-10
Z940,Kidney Transplant Status,ICD-10
Z941,Heart Transplant Status,ICD-10
Z942,Lung Transplant Status,ICD-10
Z943,Heart And Lungs Transplant Status,ICD-10
Z944,Liver Transplant Status,ICD-10
B171,"Transplantation Of Thymus Gland,Allotransplantation Of Thymus Gland",OPCS-4
B178,"Transplantation Of Thymus Gland,Other Specified",OPCS-4
B179,"Transplantation Of Thymus Gland,Unspecified",OPCS-4
E531,"Transplantation Of Lung,Double Lung Transplant",OPCS-4
E532,"Transplantation Of Lung,Single Lung Transplant",OPCS-4
E533,"Transplantation Of Lung,Single Lobe Lung Transplant",OPCS-4
E538,"Transplantation Of Lung,Other Specified",OPCS-4
E539,"Transplantation Of Lung,Unspecified",OPCS-4
G261,"Allotransplantation Of Stomach,Allotransplantation Of Stomach",OPCS-4
G268,"Other Specified Transplantation Of Stomach,Other Specified Transplantation Of Stomach",OPCS-4
G269,"Unspecified Transplantation Of Stomach,Unspecified Transplantation Of Stomach",OPCS-4
G681,"Transplantation Of Ileum,Allotransplantation Of Ileum",OPCS-4
G688,"Transplantation Of Ileum,Other Specified",OPCS-4
G689,"Transplantation Of Ileum,Unspecified",OPCS-4
J011,"Transplantation Of Liver,Orthotopic Transplantation Of Liver Nec",OPCS-4
J012,"Transplantation Of Liver,Heterotopic Transplantation Of Liver",OPCS-4
J013,"Transplantation Of Liver,Replacement Of Previous Liver Transplant",OPCS-4
J014,"Transplantation Of Liver,Transplantation Of Liver Cells",OPCS-4
J015,"Transplantation Of Liver,Orthotopic Transplantation Of Whole Liver",OPCS-4
J018,"Transplantation Of Liver,Other Specified",OPCS-4
J019,"Transplantation Of Liver,Unspecified",OPCS-4
J541,"Transplantation Of Pancreas,Transplantation Of Pancreas And Duodenum",OPCS-4
J542,"Transplantation Of Pancreas,Transplantation Of Whole Pancreas",OPCS-4
J543,"Transplantation Of Pancreas,Transplantation Of Tail Of Pancreas",OPCS-4
J544,"Transplantation Of Pancreas,Transplantation Of Islet Of Langerhans",OPCS-4
J545,"Transplantation Of Pancreas,Renewal Of Transplanted Pancreatic Tissue",OPCS-4
J548,"Transplantation Of Pancreas,Other Specified",OPCS-4
J549,"Transplantation Of Pancreas,Unspecified",OPCS-4
J553,"Total Excision Of Pancreas,Excision Of Transplanted Pancreas",OPCS-4
J721,"Other Operations On Spleen,Transplantation Of Spleen",OPCS-4
K011,"Transplantation Of Heart And Lung,Allotransplantation Of Heart And Lung",OPCS-4
K012,"Transplantation Of Heart And Lung,Revision Of Transplantation Of Heart And Lung",OPCS-4
K018,"Transplantation Of Heart And Lung,Other Specified",OPCS-4
K019,"Transplantation Of Heart And Lung,Unspecified",OPCS-4
K021,"Other Transplantation Of Heart,Allotransplantation Of Heart Nec",OPCS-4
K022,"Other Transplantation Of Heart,Xenotransplantation Of Heart",OPCS-4
K023,"Other Transplantation Of Heart,Implantation Of Prosthetic Heart",OPCS-4
K024,"Other Transplantation Of Heart,Piggyback Transplantation Of Heart",OPCS-4
K025,"Other Transplantation Of Heart,Revision Of Implantation Of Prosthetic Heart",OPCS-4
K026,"Other Transplantation Of Heart,Revision Of Transplantation Of Heart Nec",OPCS-4
K028,"Other Transplantation Of Heart,Other Specified",OPCS-4
K029,"Other Transplantation Of Heart,Unspecified",OPCS-4
M011,"Transplantation Of Kidney,Autotransplantation Of Kidney",OPCS-4
M012,"Transplantation Of Kidney,Allotransplantation Of Kidney From Live Donor",OPCS-4
M013,"Transplantation Of Kidney,Allotransplantation Of Kidney From Cadaver Nec",OPCS-4
M014,"Transplantation Of Kidney,Allotransplantation Of Kidney From Cadaver Heart Beating",OPCS-4
M015,"Transplantation Of Kidney,Allotransplantation Of Kidney From Cadaver Heart Non-Beating",OPCS-4
M018,"Transplantation Of Kidney,Other Specified",OPCS-4
M019,"Transplantation Of Kidney,Unspecified",OPCS-4
M026,"Total Excision Of Kidney,Excision Of Rejected Transplanted Kidney",OPCS-4
M084,"Other Open Operations On Kidney,Exploration Of Transplanted Kidney",OPCS-4
M174,"Interventions Associated With Transplantation Of Kidney,Post-Transplantation Of Kidney Examination - Recipient",OPCS-4
M178,"Interventions Associated With Transplantation Of Kidney,Other Specified",OPCS-4
M179,"Interventions Associated With Transplantation Of Kidney,Unspecified",OPCS-4
