code,description,type
XaPjJ,Excluded Diabetc Retinop Screen As Under Care Ophthalmolgist,CTV3
XaPjK,Excluded From Diabetic Retinopathy Screening As Blind,CTV3
XaPjL,Excluded From Diabetic Retinop Screen As No Longer Diabetic,CTV3
XaPjM,Declined Diabetic Retinopathy Screening,CTV3
XaPjN,Excluded Frm Diab Retinop Screen As No Currnt Contct Details,CTV3
XaPjO,Excluded Frm Diabetic Retinopathy Screen As Terminal Illness,CTV3
XaPjP,Excluded From Diabetic Retinopthy Screen As Learn Disability,CTV3
XaPjQ,Excluded From Diabetic Retinopathy Screen Physical Disorder,CTV3
XaPjR,Excluded From Diabetic Retinopathy Screening,CTV3
XaPmW,Diabetic Femoral Mononeuropathy,CTV3
XaPmX,Diabetic Amyotrophy,CTV3
XaQGH,Discharged From Diabetes Shared Care Programme,CTV3
XaQdT,Diabetes Self Management Plan,CTV3
XaQjs,Unsuitable For Diabetes Year Of Care Programme,CTV3
XaR8L,Education In Self Management Of Diabetes,CTV3
XaRGt,Diabetic On Subcutaneous Treatment,CTV3
XaX0F,Excepted From Diabetes Qual Indicators: Service Unavailable,CTV3
XaX1n,Diabetes Monitor Invitation By Sms (Short Message Service),CTV3
XaX3o,Diabetic Dietary Review,CTV3
XaX3p,Type I Diabetic Dietary Review,CTV3
XaX3q,Type Ii Diabetic Dietary Review,CTV3
XaX3r,Diabetic Dietary Review Declined,CTV3
XaX49,Referral To Type I Diabetes Structured Education Programme,CTV3
XaX5D,Diabetes Structured Education Programme Completed,CTV3
XaX6J,O/E - Right Diabetic Foot At Increased Risk,CTV3
XaX6K,O/E - Left Diabetic Foot At Increased Risk,CTV3
XaX8e,Advised ([?And/Or Advice ?And/Or Eductn]) Diabetes Driving,CTV3
XaXH5,Diabetic Monitoring - Injection Sites Normal,CTV3
XaXH6,Diabetic Monitoring - Injection Sites Abnormal,CTV3
XaXHD,Did Not Attend Diabetes Foot Screening,CTV3
XaXOw,Incretin Mimetic Dose Changed,CTV3
XaXZB,H/O: Autosomal Dominant Diabetes Mellitus,CTV3
XaXZR,H/O: Diabetes Mellitus Type 2,CTV3
XaXZv,H/O: Diabetes Mellitus Type 1,CTV3
XaXbW,Symptomatic Diabetic Peripheral Neuropathy,CTV3
XaXfs,Diabetic Retinopathy Detected By National Screening Program,CTV3
XaXgv,Diabetic Erectile Dysfunction Review,CTV3
XaXhE,Diabetic Assessment Of Erectile Dysfunction,CTV3
XaXkZ,Referral To Desmond Structured Programme Declined,CTV3
XaXoT,No Evidence Of Diabetic Nephropathy,CTV3
XaXv9,Diabetes Care Plan Declined,CTV3
XaYWU,Referral To Diabetic Clinic,CTV3
XaYZP,Diabetes Self-Management Plan Review,CTV3
XaYaB,Referral To Community Diabetes Service,CTV3
XaYbB,Diabetes Self-Management Plan Agreed,CTV3
XaZCO,Provision Of Diabetes Clinical Summary,CTV3
XaZKr,Insulin Administration Education,CTV3
XaZMQ,Diabetes Quality Of Life Questionnaire,CTV3
XaZNW,Referral To Community Diabetes Specialist Nurse Declined,CTV3
XaZRZ,Referral To Community Diabetes Clinic,CTV3
XaZS6,Date Insulin Pump Therapy Started,CTV3
XaZig,Diabetes Clinical Pathway,CTV3
XaZlw,Does Monitor Blood Glucose Level Before Driving,CTV3
XaZpJ,Provision Of Written Information About Diabetes And Driving,CTV3
XaZuQ,Referral To Dafne Diabetes Structured Educn Prog Declined,CTV3
XaZw5,Diabetic Foot Screening Invitation,CTV3
XaZw7,Diabetic Foot Screening Invitation First Letter,CTV3
XaZw8,Diabetic Foot Screening Invitation Second Letter,CTV3
XaZyM,Diabetic Foot Screening Invitation Third Letter,CTV3
Xaa8r,Erectile Dysfunction Due To Diabetes Mellitus,CTV3
XaaCR,In-House Diabetic Foot Screening,CTV3
XaaCS,In-House Diabetic Foot Screening First Appointment,CTV3
XaaCU,In-House Diabetic Foot Screening Follow-Up Appointment,CTV3
XaaJJ,Conversion To Insulin In Secondary Care,CTV3
XaaJK,Conversion To Insulin By Diabetes Specialist Nurse,CTV3
XaaNP,Insulin Passport Not Checked,CTV3
XaaaR,Education About Diabetes And Driving,CTV3
XaadP,Diabetes Structured Education Programme Not Available,CTV3
XaaeP,Non-Diabetic Hyperglycaemia,CTV3
Xaag1,Diabetes Year Of Care Annual Review,CTV3
Xaaq3,Hypoglycaemic Warning Absent,CTV3
XabAX,Diabetes Distress Scale 17 Item,CTV3
XabQM,Conversion To Non-Insulin Injectable Medication,CTV3
XabZd,Diabetic Foot Care Education,CTV3
Xabhn,Discharge From Secondary Care Diabetes Service,CTV3
XabjM,Enquiry About Diabetic Erectile Dysfunction Declined,CTV3
Xac0x,Diabetic Peripheral Neuropathic Pain,CTV3
XacIu,Joint Consultn Pracse Nurse & Comm Diabetes Specialist Nurse,CTV3
XacXh,Diabetic On Non-Insulin Injectable Medication,CTV3
XacXr,Provision Of Diabetes Identity Card,CTV3
XacY8,Has Diabetes Identity Card,CTV3
XaccX,Diabetic Injection Administration Education,CTV3
XaceC,Not Suitable For Desmond Programme,CTV3
XacoB,Maturity Onset Diabetes Of The Young Type 5,CTV3
XacsX,Diabetic On Oral Treatment And Glucagon-Like Peptide 1,CTV3
XacsY,Diabetic On Insulin And Glucagon-Like Peptide 1,CTV3
Xacu2,Recommendation Self-Refer For Diabetes Structured Education,CTV3
Xad5D,Diabetic Carbohydrate Counting Diet,CTV3
XaeBz,Under Care Of Hospital-Based Diabetes Specialist Nurse,CTV3
XaeC0,Under Care Of Community-Based Diabetes Specialist Nurse,CTV3
XaeWH,X-Pert First Steps Diabetes Self-Management Programme Complt,CTV3
Xaes7,Hypoglycaemic Attack - Attendance By Ambulance Crew,CTV3
Xaffg,Type 2 Diabetes Mellitus Risk Assessment Invitation,CTV3
Xaffh,Type 2 Diabetes Mellitus Risk Assessment Inv First Letter,CTV3
Xaffi,Type 2 Diabetes Mellitus Risk Assessment Inv Second Letter,CTV3
Xaffj,Type 2 Diabetes Mellitus Risk Assessment Inv Third Letter,CTV3
Xaffk,Type 2 Diabetes Mellitus Risk Assessment Verbal Invitation,CTV3
Xaffl,Type 2 Diabetes Mellitus Risk Assessment Telephone Inv,CTV3
Xaffm,Type 2 Diabetes Mellitus Risk Assessment Inv Sms Text Msg,CTV3
Xafj0,Diabetes Monitoring Short Msg Service Text Msg 1st Invitaton,CTV3
Xafj1,Diabetes Monitoring Short Msg Service Text Msg 2nd Invitaton,CTV3
Xafj2,Diabetes Monitoring Short Msg Service Text Msg 3rd Invitaton,CTV3
XafjT,Eating Disorder Co-Occurrent With Diabetes Mellitus Type 1,CTV3
XagLc,Diabetes Monitoring Invitation Email,CTV3
Xagk3,Skin Ulcer Associated With Diabetes Mellitus,CTV3
Y0022,Age Diabetes Diagnosed,CTV3
Y0502,No Diabetic Retinopathy,CTV3
Y0505,Advanced Artificial Eye Disease,CTV3
Y0c48,Diabetic Foot Examined Left,CTV3
Y0c49,Diabetic Foot Examined Right,CTV3
Y1f9a,Quality And Outcomes Framework Diabetes Mellitus Quality Indicator-Related Care Invitation (Procedure),CTV3
Y204f,Remote Diabetes Structured Education And Support Programme Commenced,CTV3
Y205a,Remote Diabetes Structured Education And Support Programme Completed,CTV3
Y205b,Did Not Commence Remote Structured Diabetes Education And Support Programme,CTV3
Y20bf,Change In Insulin Dose,CTV3
Y9993,Unspecified Diabetes Mellitus,CTV3
YX128,Attending Diabetes Satellite Clinic,CTV3
314010006,Diffuse Exudative Maculopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
232021008,Proliferative Diabetic Retinopathy With New Vessels On Disc (Disorder),SNOMED-CT
428274007,Dietary Education For Type Ii Diabetes Mellitus (Procedure),SNOMED-CT
426705001,Diabetes Mellitus Co-Occurrent And Due To Cystic Fibrosis (Disorder),SNOMED-CT
1065461000000102,Type 2 Diabetes Mellitus Risk Assessment Invitation First Letter (Procedure),SNOMED-CT
190372001,Type I Diabetes Mellitus Maturity Onset (Disorder),SNOMED-CT
857921000000103,Provision Of Written Information About Diabetes And Driving (Procedure),SNOMED-CT
48951005,Bullosis Diabeticorum (Disorder),SNOMED-CT
170778005,Annual Diabetic Blood Test (Regime/Therapy),SNOMED-CT
1065471000000109,Type 2 Diabetes Mellitus Risk Assessment Invitation Second Letter (Procedure),SNOMED-CT
198501000000100,Diabetic 6 Month Review (Regime/Therapy),SNOMED-CT
1065481000000106,Type 2 Diabetes Mellitus Risk Assessment Invitation Third Letter (Procedure),SNOMED-CT
394681008,On Examination - Left Diabetic Foot At Moderate Risk (Finding),SNOMED-CT
367011000000100,Diabetic Foot Screen (Regime/Therapy),SNOMED-CT
417467000,Discharged From Care Of Diabetes Specialist Nurse (Finding),SNOMED-CT
923361000000106,Diabetic Foot Care Education (Procedure),SNOMED-CT
421986006,Persistent Proteinuria Associated With Type Ii Diabetes Mellitus (Disorder),SNOMED-CT
306531000000104,Expert Patient Education Versus Routine Treatment Diabetes Structured Education Programme Completed (Situation),SNOMED-CT
73211009,Diabetes Mellitus (Disorder),SNOMED-CT
719566006,Diabetic On Non-Insulin Injectable Medication (Finding),SNOMED-CT
308755006,Subcutaneous Injection Of Insulin (Procedure),SNOMED-CT
201961000000104,Referral To Diabetic Register (Procedure),SNOMED-CT
422088007,Disorder Of Nervous System Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
415270003,Referral To Diabetes Structured Education Program (Procedure),SNOMED-CT
894741000000107,Hypoglycaemic Warning Absent (Disorder),SNOMED-CT
473209001,Diabetic Erectile Dysfunction Review (Regime/Therapy),SNOMED-CT
422014003,Disorder Due To Type 2 Diabetes Mellitus (Disorder),SNOMED-CT
170761001,Diabetic Treatment Changed (Situation),SNOMED-CT
46635009,Diabetes Mellitus Type 1 (Disorder),SNOMED-CT
170760000,Diabetic Drug Side Effects (Finding),SNOMED-CT
398140007,Somogyi Phenomenon (Disorder),SNOMED-CT
860981000000106,Referral To Dose Adjustment For Normal Eating Diabetes Structured Education Programme Declined (Situation),SNOMED-CT
193350004,Advanced Maculopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
407672007,Seen In Diabetic Foot Clinic (Finding),SNOMED-CT
983451000000106,Diabetic Carbohydrate Counting Diet (Finding),SNOMED-CT
700449008,Non-Diabetic Hyperglycemia (Disorder),SNOMED-CT
182780004,Diabetic Crisis Monitoring (Regime/Therapy),SNOMED-CT
944141000000108,Diabetic Peripheral Neuropathic Pain (Finding),SNOMED-CT
421893009,Renal Disorder Associated With Type I Diabetes Mellitus (Disorder),SNOMED-CT
394673007,On Examination - Right Diabetic Foot - Ulcerated (Finding),SNOMED-CT
182781000,Diabetic Stabilization (Regime/Therapy),SNOMED-CT
232020009,Disorder Of Macula Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
838731000000104,Referral To Community Diabetes Specialist Nurse Declined (Situation),SNOMED-CT
185758007,Diabetes Monitoring Third Letter (Procedure),SNOMED-CT
193141005,Mononeuritis Multiplex Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
237599002,Insulin Treated Type 2 Diabetes Mellitus (Disorder),SNOMED-CT
408409007,On Examination - Right Eye Background Diabetic Retinopathy (Disorder),SNOMED-CT
198481000000109,Insulin Needles Changed For Each Injection (Finding),SNOMED-CT
887861000000105,Diabetes Year Of Care Annual Review (Regime/Therapy),SNOMED-CT
312904009,Moderate Nonproliferative Retinopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
787061000000100,Diabetes Care Plan Declined (Situation),SNOMED-CT
26298008,Diabetic Coma With Ketoacidosis (Disorder),SNOMED-CT
313340009,Seen In Diabetic Eye Clinic (Finding),SNOMED-CT
334711000000100,Referral To Diabetes Special Interest General Practitioner (Procedure),SNOMED-CT
781161000000107,Referral To Diabetes Education And Self Management For Ongoing And Newly Diagnosed Structured Programme Declined (Situation),SNOMED-CT
1065511000000100,Type 2 Diabetes Mellitus Risk Assessment Invitation Short Message Service Text Message (Procedure),SNOMED-CT
195302000,Gangrene Of Toe (Disorder),SNOMED-CT
230579006,Thoracic Radiculopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
713705003,Polyneuropathy Co-Occurrent And Due To Type 1 Diabetes Mellitus (Disorder),SNOMED-CT
441922002,Does Rotate Site Of Insulin Injection (Finding),SNOMED-CT
870681000000109,In-House Diabetic Foot Screening (Procedure),SNOMED-CT
199481000000100,Diabetic Monitoring - Lower Risk Albumin Excretion (Finding),SNOMED-CT
315207000,Diabetic Lipid Lowering Diet (Finding),SNOMED-CT
374661000000106,Excluded From Diabetic Retinopathy Screening As Under Care Of Ophthalmologist (Finding),SNOMED-CT
190411003,Malnutrition-Related Diabetes Mellitus With Multiple Complications (Disorder),SNOMED-CT
312908007,Proliferative Diabetic Retinopathy - Quiescent (Disorder),SNOMED-CT
165681007,Hemoglobin A1c Greater Than 10% Indicating Poor Diabetic Control (Finding),SNOMED-CT
170753006,Understands Diet - Diabetes (Finding),SNOMED-CT
312907002,Proliferative Diabetic Retinopathy - High Risk (Disorder),SNOMED-CT
201723002,Diabetic Hand Syndrome (Disorder),SNOMED-CT
238983004,Diabetic Thick Skin Syndrome (Disorder),SNOMED-CT
237622006,Poor Glycemic Control (Disorder),SNOMED-CT
238894004,Insulin Lipohypertrophy (Disorder),SNOMED-CT
237627000,Pregnancy And Type 2 Diabetes Mellitus (Disorder),SNOMED-CT
374811000000108,Excluded From Diabetic Retinopathy Screening As Terminal Illness (Finding),SNOMED-CT
385051000000106,Pre-Existing Diabetes Mellitus (Disorder),SNOMED-CT
170745003,Diabetic On Diet Only (Finding),SNOMED-CT
867891000000101,Erectile Dysfunction Due To Diabetes Mellitus (Disorder),SNOMED-CT
775841000000109,Diabetic Retinopathy Detected By National Screening Programme (Disorder),SNOMED-CT
190389009,Type Ii Diabetes Mellitus With Ulcer (Disorder),SNOMED-CT
183781007,Listed For Diabetology Admission (Finding),SNOMED-CT
717421000000100,Excepted From Diabetes Quality Indicators - Patient Unsuitable (Finding),SNOMED-CT
414906009,On Examination - Right Chronic Diabetic Foot Ulcer (Finding),SNOMED-CT
769244003,Disorder Of Right Macula Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
59276001,Proliferative Retinopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
1066931000000108,Diabetes Monitoring Short Message Service Text Message Third Invitation (Procedure),SNOMED-CT
190331003,Type 2 Diabetes Mellitus With Hyperosmolar Coma (Disorder),SNOMED-CT
421895002,Peripheral Vascular Disorder Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
373031000000105,Diabetic Retinopathy Screening Administrative Status (Finding),SNOMED-CT
303059007,Postpancreatectomy Hypoinsulinemia (Disorder),SNOMED-CT
408413000,On Examination - Right Eye Proliferative Diabetic Retinopathy (Disorder),SNOMED-CT
374631000000101,Excluded From Diabetic Retinopathy Screening As Deceased (Finding),SNOMED-CT
420715001,Persistent Microalbuminuria Associated With Type Ii Diabetes Mellitus (Disorder),SNOMED-CT
755491000000100,Diabetes Structured Education Programme Completed (Situation),SNOMED-CT
198321000000100,Insulin Therapy Declined (Situation),SNOMED-CT
193184006,Chronic Painful Diabetic Neuropathy (Disorder),SNOMED-CT
230577008,Mononeuropathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
280137006,Diabetic Foot (Disorder),SNOMED-CT
371871000000101,Eligibility Permanently Inactive For Diabetic Retinopathy Screening (Finding),SNOMED-CT
420486006,Exudative Maculopathy Co-Occurrent And Due To Type 1 Diabetes Mellitus (Disorder),SNOMED-CT
444073006,Type I Diabetes Mellitus Uncontrolled (Finding),SNOMED-CT
314904008,Type Ii Diabetes Mellitus With Neuropathic Arthropathy (Disorder),SNOMED-CT
420270002,Ketoacidosis In Type I Diabetes Mellitus (Disorder),SNOMED-CT
170769004,Diabetic - Cooperative Patient (Finding),SNOMED-CT
811981000000102,Diabetes Self-Management Plan Agreed (Finding),SNOMED-CT
374901000000103,Excluded From Diabetic Retinopathy Screening (Finding),SNOMED-CT
25093002,Disorder Of Eye Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
344061000000104,Referral To Children's Diabetes Nurse Specialist (Procedure),SNOMED-CT
878011000000108,Insulin Passport Not Checked (Situation),SNOMED-CT
394684000,Diabetic Pre-Pregnancy Education (Procedure),SNOMED-CT
314771006,Type I Diabetes Mellitus With Hypoglycemic Coma (Disorder),SNOMED-CT
308106006,On Examination - Left Diabetic Foot At Risk (Disorder),SNOMED-CT
11530004,Brittle Diabetes Mellitus (Finding),SNOMED-CT
472969004,History Of Diabetes Mellitus Type 2 (Situation),SNOMED-CT
306471000000103,Dose Adjustment For Normal Eating Diabetes Structured Education Programme Completed (Situation),SNOMED-CT
273413007,Diabetes Wellbeing Questionnaire (Assessment Scale),SNOMED-CT
193183000,Acute Painful Diabetic Neuropathy (Disorder),SNOMED-CT
198471000000107,Insulin Needles Changed Daily (Finding),SNOMED-CT
311366001,Kimmelstiel-Wilson Syndrome (Disorder),SNOMED-CT
809391000000101,Referral To Diabetes Clinic (Procedure),SNOMED-CT
494961000000102,Discharged From Diabetes Shared Care Programme (Finding),SNOMED-CT
197605007,Nephrotic Syndrome Due To Diabetes Mellitus (Disorder),SNOMED-CT
394683006,Diabetic Foot Risk Assessment (Procedure),SNOMED-CT
773001000000103,Symptomatic Diabetic Peripheral Neuropathy (Disorder),SNOMED-CT
185754009,Refuses Diabetes Monitoring (Situation),SNOMED-CT
237616002,"Hypogonadism, Diabetes Mellitus, Alopecia, Mental Retardation And Electrocardiographic Abnormalities (Disorder)",SNOMED-CT
127014009,Diabetic Peripheral Angiopathy (Disorder),SNOMED-CT
395049009,Diabetic Monitoring Not Required (Finding),SNOMED-CT
390890005,Refer To Diabetic Foot Screener (Procedure),SNOMED-CT
237621004,Diabetic Severe Hyperglycemia (Disorder),SNOMED-CT
754141000000100,Diabetic Dietary Review Declined (Situation),SNOMED-CT
1065501000000102,Type 2 Diabetes Mellitus Risk Assessment Telephone Invitation (Procedure),SNOMED-CT
185756006,Diabetes Monitoring First Letter (Procedure),SNOMED-CT
198831000000108,Referral To Multidisciplinary Diabetic Clinic (Procedure),SNOMED-CT
312912001,Macular Edema Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
185760009,Diabetes Monitoring Telephone Invite (Procedure),SNOMED-CT
204061000000100,Diabetic - Adequate Control (Finding),SNOMED-CT
769245002,Disorder Of Left Macula Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
1067201000000106,Eating Disorder Co-Occurrent With Diabetes Mellitus Type 1 (Disorder),SNOMED-CT
870741000000109,In-House Diabetic Foot Screening Follow-Up Appointment (Procedure),SNOMED-CT
756381000000100,On Examination - Left Diabetic Foot At Increased Risk (Finding),SNOMED-CT
909441000000109,Diabetes Distress Scale 17 Item (Assessment Scale),SNOMED-CT
183722003,Diabetology Domiciliary Visit Requested (Finding),SNOMED-CT
374871000000103,Excluded From Diabetic Retinopathy Screening As Physical Disorder (Finding),SNOMED-CT
74627003,Diabetic Complication (Disorder),SNOMED-CT
365845005,Hemoglobin A1c - Diabetic Control Finding (Finding),SNOMED-CT
374601000000107,Excluded From Diabetic Retinopathy Screening As Moved Away (Finding),SNOMED-CT
236499007,Microalbuminuric Diabetic Nephropathy (Disorder),SNOMED-CT
199301000000100,Did Not Attend Diabetic Retinopathy Clinic (Finding),SNOMED-CT
306701000000102,Referral To Dose Adjustment For Normal Eating Diabetes Structured Education Programme (Procedure),SNOMED-CT
876381000000100,Conversion To Insulin By Diabetes Specialist Nurse (Regime/Therapy),SNOMED-CT
306861000000107,Did Not Attend Diabetes Structured Education Programme (Finding),SNOMED-CT
429094000,Dietary Education For Type I Diabetes Mellitus (Procedure),SNOMED-CT
190368000,Type I Diabetes Mellitus With Ulcer (Disorder),SNOMED-CT
190330002,Type 1 Diabetes Mellitus With Hyperosmolar Coma (Disorder),SNOMED-CT
408394009,Under Care Of Diabetic Foot Screener (Finding),SNOMED-CT
810961000000103,Diabetes Self-Management Plan Review (Procedure),SNOMED-CT
238982009,Diabetic Dermopathy (Disorder),SNOMED-CT
918891000000108,Conversion To Non-Insulin Injectable Medication (Situation),SNOMED-CT
24481000000101,Type 2 Diabetes On Diet Only (Finding),SNOMED-CT
735985000,Diabetes Self Management Plan (Record Artifact),SNOMED-CT
754101000000103,Type I Diabetic Dietary Review (Regime/Therapy),SNOMED-CT
310425007,Diabetes Monitoring Invitation (Procedure),SNOMED-CT
420422005,Ketoacidosis In Diabetes Mellitus (Disorder),SNOMED-CT
344641000000106,Insulin Initiation - Enhanced Services Administration (Procedure),SNOMED-CT
703040004,Agreeing On Diabetes Care Plan (Procedure),SNOMED-CT
421847006,Ketoacidotic Coma In Type Ii Diabetes Mellitus (Disorder),SNOMED-CT
43959009,Cataract Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
310505005,Diabetic Hyperosmolar Non-Ketotic State (Disorder),SNOMED-CT
398985007,Diabetic Monitoring - Injection Sites Normal (Finding),SNOMED-CT
193349004,Preproliferative Retinopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
237619009,Diabetes-Deafness Syndrome Maternally Transmitted (Disorder),SNOMED-CT
170772006,Date Diabetic Treatment Start (Regime/Therapy),SNOMED-CT
414890007,On Examination - Left Chronic Diabetic Foot Ulcer (Finding),SNOMED-CT
170777000,Diabetic Annual Review (Regime/Therapy),SNOMED-CT
394676004,On Examination - Left Diabetic Foot At High Risk (Finding),SNOMED-CT
195303005,Gangrene Of Foot (Disorder),SNOMED-CT
111552007,Diabetes Mellitus Without Complication (Disorder),SNOMED-CT
308505000,Diabetes Monitoring Call (Procedure),SNOMED-CT
268519009,Diabetic - Poor Control (Finding),SNOMED-CT
307021000000105,Did Not Complete Expert Patient Education Versus Routine Treatment Diabetes Structured Education Programme (Situation),SNOMED-CT
885931000000100,Diabetes Structured Education Programme Not Available (Situation),SNOMED-CT
1065491000000108,Type 2 Diabetes Mellitus Risk Assessment Verbal Invitation (Procedure),SNOMED-CT
412752009,Diabetic Foot Examination Declined (Situation),SNOMED-CT
314903002,Type Ii Diabetes Mellitus With Arthropathy (Disorder),SNOMED-CT
829521000000104,Provision Of Diabetes Clinical Summary (Procedure),SNOMED-CT
395204000,Hyperosmolar Non-Ketotic State In Type 2 Diabetes Mellitus (Disorder),SNOMED-CT
421750000,Ketoacidosis In Type Ii Diabetes Mellitus (Disorder),SNOMED-CT
609561005,Maturity-Onset Diabetes Of The Young (Disorder),SNOMED-CT
170746002,Diabetic On Oral Treatment (Finding),SNOMED-CT
408405001,Patient Held Diabetic Record Issued (Record Artifact),SNOMED-CT
314011005,Focal Exudative Maculopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
25351000000101,Diabetic Diet - Good Compliance (Finding),SNOMED-CT
75682002,Diabetes Mellitus Caused By Insulin Receptor Antibodies (Disorder),SNOMED-CT
314014002,Ischemic Maculopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
390834004,Nonproliferative Retinopathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
408412005,On Examination - Left Eye Preproliferative Diabetic Retinopathy (Disorder),SNOMED-CT
739681000,Disorder Of Eye Co-Occurrent And Due To Type 1 Diabetes Mellitus (Disorder),SNOMED-CT
420789003,Retinopathy Co-Occurrent And Due To Type 1 Diabetes Mellitus (Disorder),SNOMED-CT
306591000000103,Diabetes Structured Education Programme Declined (Situation),SNOMED-CT
313436004,Type Ii Diabetes Mellitus Without Complication (Disorder),SNOMED-CT
25361000000103,Diabetic Diet - Poor Compliance (Finding),SNOMED-CT
862481000000103,Diabetic Foot Screening Invitation Third Letter (Procedure),SNOMED-CT
420279001,Renal Disorder Due To Type 2 Diabetes Mellitus (Disorder),SNOMED-CT
268517006,Diabetic Monitoring - Injection Sites (Finding),SNOMED-CT
312856000,Referral To Diabetes Nurse (Procedure),SNOMED-CT
306401000000106,Attended Expert Patient Education Versus Routine Treatment Diabetes Structured Education Programme (Finding),SNOMED-CT
700414001,Education About Diabetes And Driving (Procedure),SNOMED-CT
232023006,Traction Retinal Detachment Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
413597006,Attended Diabetes Structured Education Program (Finding),SNOMED-CT
345041000000101,Insulin Treatment Initiated (Finding),SNOMED-CT
170748001,Last Hypoglycemia Attack (Finding),SNOMED-CT
390854003,On Examination - Diabetic Maculopathy Present Both Eyes (Situation),SNOMED-CT
819301000000105,Diabetes Monitoring Injection Site Check Declined (Situation),SNOMED-CT
237623001,Acute Hyperglycemia (Disorder),SNOMED-CT
306741000000104,Referral To Diabetes Education And Self Management For Ongoing And Newly Diagnosed Diabetes Structured Programme (Procedure),SNOMED-CT
394682001,On Examination - Right Diabetic Foot At Moderate Risk (Finding),SNOMED-CT
407569005,Patient On Maximal Tolerated Therapy For Diabetes (Finding),SNOMED-CT
267604001,Myasthenic Syndrome Due To Diabetic Amyotrophy (Disorder),SNOMED-CT
408396006,Diabetic Retinopathy Screening Not Indicated (Situation),SNOMED-CT
609562003,"Maturity Onset Diabetes Of The Young, Type 1 (Disorder)",SNOMED-CT
399871005,Visually Threatening Diabetic Retinopathy (Disorder),SNOMED-CT
472972006,History Of Maturity Onset Diabetes Mellitus In Young (Situation),SNOMED-CT
230576004,Asymmetric Polyneuropathy Co-Occurrent And Due To Diabetes Mellitus (Disorder),SNOMED-CT
232022001,Proliferative Diabetic Retinopathy With New Vessels Elsewhere Than On Disc (Disorder),SNOMED-CT
415744000,Transition Of Diabetes Care Options Discussed (Situation),SNOMED-CT
394672002,On Examination - Right Diabetic Foot At High Risk (Finding),SNOMED-CT
420756003,Cataract Co-Occurrent And Due To Diabetes Mellitus Type 2 (Disorder),SNOMED-CT
306501000000105,Diabetes Education And Self Management For Ongoing And Newly Diagnosed Structured Programme Completed (Situation),SNOMED-CT
527691000000107,Diabetic On Subcutaneous Treatment (Finding),SNOMED-CT
420868002,Disorder Due To Type 1 Diabetes Mellitus (Disorder),SNOMED-CT
183751004,Diabetology Domiciliary Visit Done (Finding),SNOMED-CT
408384004,Diabetic Retinopathy 12 Month Review (Finding),SNOMED-CT
165680008,Hemoglobin A1c Between 7%-10% Indicating Borderline Diabetic Control (Finding),SNOMED-CT
421920002,Cataract Co-Occurrent And Due To Diabetes Mellitus Type 1 (Disorder),SNOMED-CT
267384006,Hypoglycemic Coma (Disorder),SNOMED-CT
401191002,Diabetic Foot Examination (Regime/Therapy),SNOMED-CT
307171000000108,Did Not Attend Diabetes Education And Self Management For Ongoing And Newly Diagnosed Structured Programme (Finding),SNOMED-CT
512561000000108,Unsuitable For Diabetes Year Of Care Programme (Finding),SNOMED-CT
170765005,Chronic Hyperglycemia (Disorder),SNOMED-CT
1024571000000100,Under Care Of Community-Based Diabetes Specialist Nurse (Finding),SNOMED-CT
783901000000107,No Evidence Of Diabetic Nephropathy (Situation),SNOMED-CT
408414006,On Examination - Left Eye Proliferative Diabetic Retinopathy (Disorder),SNOMED-CT
763782001,Provision Of Patient Held Diabetes Record Refused (Situation),SNOMED-CT
422166005,Peripheral Circulatory Disorder Associated With Type Ii Diabetes Mellitus (Disorder),SNOMED-CT
335621000000101,Maternally Inherited Diabetes Mellitus (Disorder),SNOMED-CT
185759004,Diabetes Monitoring Verbal Invite (Procedure),SNOMED-CT
5969009,Diabetes Mellitus Associated With Genetic Syndrome (Disorder),SNOMED-CT
24451000000107,Diabetes: Shared Care In Pregnancy - Diabetologist And Obstetrician (Finding),SNOMED-CT
180178009,Continuous Subcutaneous Infusion Of Insulin (Procedure),SNOMED-CT
