code,description,type
253512000,Tetralogy Of Fallot With Pulmonary Stenosis (Disorder),SNOMED-CT
194823009,Acute Coronary Insufficiency (Disorder),SNOMED-CT
253629005,Pulmonary Trunk Absent With Absent Pulmonary Artery (Disorder),SNOMED-CT
277639002,Sepsis-Associated Right Ventricular Failure (Disorder),SNOMED-CT
703518004,Rastelli Creation Of Conduit Between Right Ventricle And Pulmonary Artery (Procedure),SNOMED-CT
425785006,Repair Of Tetralogy Of Fallot With Absent Pulmonary Valve (Procedure),SNOMED-CT
422348008,Andersen Tawil Syndrome (Disorder),SNOMED-CT
253548003,Indeterminate Ventricular Outflow Tract Obstruction (Disorder),SNOMED-CT
253273004,Cardiac Septal Defects (Disorder),SNOMED-CT
253281003,Double Inlet Ventricle (Disorder),SNOMED-CT
232735000,Operation For Coronary Artery Fistula (Procedure),SNOMED-CT
253642005,Diffuse Supravalvar Aortic Stenosis (Disorder),SNOMED-CT
68466008,"Removal Of Coronary Artery Obstruction By Percutaneous Transluminal Balloon, Single Vessel (Procedure)",SNOMED-CT
253455004,Right Atrioventricular Valve Atresia (Disorder),SNOMED-CT
56675007,Acute Heart Failure (Disorder),SNOMED-CT
111321007,Right Aortic Arch (Disorder),SNOMED-CT
253305008,Solitary Arterial Trunk (Disorder),SNOMED-CT
717501000000108,Heart Failure Monitoring Verbal Invitation (Procedure),SNOMED-CT
253637002,Anomalous Origin Of Left Pulmonary Artery From Ascending Aorta (Disorder),SNOMED-CT
426300009,Tachycardia-Induced Cardiomyopathy (Disorder),SNOMED-CT
447672009,Ventricular Septal Defect With Posterior Malaligned Outlet Septum With Overriding Pulmonary Valve (Disorder),SNOMED-CT
253324006,Coronary Sinus Defect In Left Atrium (Disorder),SNOMED-CT
50570003,Aneurysm Of Coronary Vessels (Disorder),SNOMED-CT
233127003,Rev Operation (Procedure),SNOMED-CT
59631007,Anomalous Pulmonary Venous Drainage (Disorder),SNOMED-CT
253524007,Two Chambered Right Ventricle (Disorder),SNOMED-CT
36969009,Placement Of Stent In Coronary Artery (Procedure),SNOMED-CT
281170005,Arrhythmogenic Right Ventricular Cardiomyopathy (Disorder),SNOMED-CT
65340007,Aneurysm Of Heart (Disorder),SNOMED-CT
175037004,Revision Of Bypass For One Coronary Artery (Procedure),SNOMED-CT
233871002,Congestive Obstructive Cardiomyopathy (Disorder),SNOMED-CT
253721001,Single Coronary Artery Fistula (Disorder),SNOMED-CT
253374008,Congenital Abnormality Of Atrioventricular Valves In Atrioventricular Septal Defect (Disorder),SNOMED-CT
253683008,Interrupted Aortic Arch Between Left Common Carotid And Brachiocephalic Artery (Disorder),SNOMED-CT
253578007,Congenital Abnormality Of Arterial Valves (Disorder),SNOMED-CT
275253006,Right Internal Mammary Artery Sequential Anastomosis (Procedure),SNOMED-CT
240567009,Syphilitic Coronary Artery Disease (Disorder),SNOMED-CT
15990001,Acute Myocardial Infarction Of Posterolateral Wall (Disorder),SNOMED-CT
715971000000103,Excepted From Myocardial Infarction Quality Indicators - Informed Dissent (Finding),SNOMED-CT
86299006,Tetralogy Of Fallot (Disorder),SNOMED-CT
427109009,Repair Of Arteriovenous Malformation Of Coronary Artery (Procedure),SNOMED-CT
253732001,Totally Absent Pericardium (Disorder),SNOMED-CT
204297006,Total Great Vessel Transposition (Disorder),SNOMED-CT
57054005,Acute Myocardial Infarction (Disorder),SNOMED-CT
67278007,Congenital Stenosis Of Pulmonary Valve (Disorder),SNOMED-CT
253658008,Persisting Fifth Aortic Arch (Disorder),SNOMED-CT
253412003,Fused Mitral Papillary Muscles (Disorder),SNOMED-CT
54329005,Acute Myocardial Infarction Of Anterior Wall (Disorder),SNOMED-CT
28574005,Congenital Anomaly Of Coronary Artery (Disorder),SNOMED-CT
253634009,Anomalous Origin Of Right Pulmonary Artery From Ascending Aorta (Disorder),SNOMED-CT
277192005,Coronary Artery Graft Placement (Procedure),SNOMED-CT
253496001,Ebstein's Anomaly Of Left Atrioventricular Valve (Disorder),SNOMED-CT
253280002,Abnormal Atrioventricular Connection - Univentricular (Disorder),SNOMED-CT
77978002,Persistent Left Superior Vena Cava (Disorder),SNOMED-CT
253441007,Double Orifice Of Common Atrioventricular Valve (Disorder),SNOMED-CT
194857001,Subsequent Myocardial Infarction Of Anterior Wall (Disorder),SNOMED-CT
253590009,Pulmonary Atresia With Intact Ventricular Septum (Disorder),SNOMED-CT
414024009,Disorder Of Coronary Artery (Disorder),SNOMED-CT
253477000,Arcade Abnormality Of Right Atrioventricular Valve Chordae (Disorder),SNOMED-CT
82458004,Congenital Stenosis Of Mitral Valve (Disorder),SNOMED-CT
443502000,Atherosclerosis Of Coronary Artery (Disorder),SNOMED-CT
233821000,New Onset Angina (Disorder),SNOMED-CT
253518001,Diffuse Hypoplasia Of Right Ventricle (Disorder),SNOMED-CT
194781004,Hypertensive Heart And Renal Disease With Both (Congestive) Heart Failure And Renal Failure (Disorder),SNOMED-CT
175076003,Diagnostic Transluminal Operations On Coronary Artery (Procedure),SNOMED-CT
253338004,Mirror Imaged Atria (Disorder),SNOMED-CT
232723004,Coronary Artery Bypass Grafts X 5 (Procedure),SNOMED-CT
253290005,Absent Left Sided Atrioventricular Connection (Disorder),SNOMED-CT
199221000000102,Transfer Of Care From Paediatric Congenital Heart Service (Procedure),SNOMED-CT
233841005,Old Lateral Myocardial Infarction (Disorder),SNOMED-CT
253415001,Atrioventricular Septal Defect - Isolated Ventricular Component (Disorder),SNOMED-CT
253555001,Perimembranous Ventricular Septal Defect With Extension To All Right Ventricular Components (Disorder),SNOMED-CT
95268002,Sinus Venosus Atrial Septal Defect (Disorder),SNOMED-CT
204306007,Pentalogy Of Fallot (Disorder),SNOMED-CT
111322000,Congenital Anomaly Of Pulmonary Veins (Disorder),SNOMED-CT
175071008,Percutaneous Transluminal Coronary Thrombolysis Using Streptokinase (Procedure),SNOMED-CT
30288003,Ventricular Septal Defect (Disorder),SNOMED-CT
253437008,Common Atrioventricular Valve Leaflet Abnormality (Disorder),SNOMED-CT
174822005,Atrial Inversion Operation Using Atrial Wall (Procedure),SNOMED-CT
233832000,Acute Non-Q Wave Infarction - Inferolateral (Disorder),SNOMED-CT
233843008,Silent Myocardial Infarction (Disorder),SNOMED-CT
88805009,Chronic Congestive Heart Failure (Disorder),SNOMED-CT
275521001,Blue Baby (Disorder),SNOMED-CT
42402006,Kartagener Syndrome (Disorder),SNOMED-CT
87648004,Chronic Rheumatic Heart Disease (Disorder),SNOMED-CT
199006004,"Pre-Existing Hypertensive Heart Disease Complicating Pregnancy, Childbirth And The Puerperium (Disorder)",SNOMED-CT
204296002,Discordant Ventriculoarterial Connection (Disorder),SNOMED-CT
204300001,Incomplete Great Vessel Transposition (Disorder),SNOMED-CT
13213009,Congenital Heart Disease (Disorder),SNOMED-CT
123661007,Levoatrial Cardinal Vein (Disorder),SNOMED-CT
253508006,Absent Left Atrioventricular Valve Papillary Muscle (Disorder),SNOMED-CT
253627007,Pulmonary Trunk Absent With Confluent Pulmonary Arteries (Disorder),SNOMED-CT
204443008,Pulmonary Artery Atresia (Disorder),SNOMED-CT
253265008,Congenital Cardiac Rotation (Disorder),SNOMED-CT
310490008,Division Of Coronary Arteriovenous Fistula (Procedure),SNOMED-CT
253615009,Anomalies Of The Aorta Excluding Coarction (Disorder),SNOMED-CT
397193006,Percutaneous Transluminal Coronary Angioplasty By Rotoablation (Procedure),SNOMED-CT
253438003,Common Atrioventricular Valve Prolapse (Disorder),SNOMED-CT
253707003,Anomalous Origin Of Coronary Artery From Right Pulmonary Artery (Disorder),SNOMED-CT
86252004,Agenesis Of Pulmonary Artery (Disorder),SNOMED-CT
300995000,Exercise-Induced Angina (Disorder),SNOMED-CT
73795002,Acute Myocardial Infarction Of Inferior Wall (Disorder),SNOMED-CT
225566008,Ischemic Chest Pain (Finding),SNOMED-CT
233829003,Acute Q Wave Infarction - Inferior (Disorder),SNOMED-CT
253472006,Right Atrioventricular Valve Leaflet Dysplasia (Disorder),SNOMED-CT
253715000,Intramural Coronary Artery Course (Disorder),SNOMED-CT
79009004,Acute Myocardial Infarction Of Septum (Disorder),SNOMED-CT
253294001,Right Sided Atrium Connecting To Ventricle Of Indeterminate Morphology (Disorder),SNOMED-CT
2583009,Chiari's Network (Disorder),SNOMED-CT
253724009,Coronary Fistulae From Left Ventricle (Disorder),SNOMED-CT
811901000000107,Angina Self-Management Plan Agreed (Finding),SNOMED-CT
315614006,Coronary Heart Disease Annual Review (Procedure),SNOMED-CT
232722009,Coronary Artery Bypass Grafts X 4 (Procedure),SNOMED-CT
174809002,Heterotopic Allotransplant Of Heart (Procedure),SNOMED-CT
93271008,Congenital Hypoplasia Of Mitral Valve (Disorder),SNOMED-CT
84114007,Heart Failure (Disorder),SNOMED-CT
253607006,Hypoplasia Of Aortic Valve Cusp (Disorder),SNOMED-CT
253562005,Ventricular Septal Defect With Absent Outlet Septum And Overriding Truncal Valve (Disorder),SNOMED-CT
253359006,Left Atrial Endocardial Fibroelastosis (Disorder),SNOMED-CT
40964007,Chronic Cardiac Valvulitis (Disorder),SNOMED-CT
253264007,"Congenital Heart Disease, Septal And Bulbar Anomalies (Disorder)",SNOMED-CT
253418004,Atrioventricular Septal Defect - Ventricular Component Under Superior Bridging Leaflet (Disorder),SNOMED-CT
22462001,Chronic Bacterial Endocarditis (Disorder),SNOMED-CT
253291009,Right Sided Atrium Connecting To Right Ventricle (Disorder),SNOMED-CT
253563000,Muscular Ventricular Septal Defect In Inlet Septum (Disorder),SNOMED-CT
253708008,Anomalous Origin Of Coronary Artery From Left Pulmonary Artery (Disorder),SNOMED-CT
29928006,Congenital Insufficiency Of Mitral Valve (Disorder),SNOMED-CT
253500004,Left Atrioventricular Valve Leaflet Dysplasia (Disorder),SNOMED-CT
253633003,Anomalous Origin Of Right Pulmonary Artery From Ductus Arteriosus (Disorder),SNOMED-CT
781051000000108,Has Heart Failure Management Plan (Finding),SNOMED-CT
87837008,Chronic Pulmonary Heart Disease (Disorder),SNOMED-CT
253675002,Juxtaductal Aortic Coarctation (Disorder),SNOMED-CT
233831007,Acute Q Wave Infarction - Inferolateral (Disorder),SNOMED-CT
175036008,Revision Of Bypass For Coronary Artery (Procedure),SNOMED-CT
175047001,Double Implantation Of Mammary Arteries Into Coronary Arteries (Procedure),SNOMED-CT
253436004,Common Atrioventricular Valve Stenosis (Disorder),SNOMED-CT
233840006,Old Inferior Myocardial Infarction (Disorder),SNOMED-CT
447670001,Ventricular Septal Defect With Anterior Malaligned Outlet Septum With Overriding Pulmonary Valve (Disorder),SNOMED-CT
234010000,Coronary Artery Perforation (Disorder),SNOMED-CT
6996004,Congenital Absence Of Pulmonary Valve (Disorder),SNOMED-CT
763641000000102,Referral To Heart Failure Education Group Declined (Situation),SNOMED-CT
36110001,Congenital Anomaly Of Pulmonary Artery (Disorder),SNOMED-CT
204311009,Eisenmenger's Complex (Disorder),SNOMED-CT
265481001,Double Anastomosis Of Mammary Arteries To Coronary Arteries (Procedure),SNOMED-CT
85232009,Left Heart Failure (Disorder),SNOMED-CT
253300003,Double Outlet Right Ventricle With Doubly Committed Ventricular Septal Defect (Disorder),SNOMED-CT
398754006,Restrictive Cardiomyopathy With Endomyocardial Fibrosis (Disorder),SNOMED-CT
253691004,Stenosis Of Systemic To Pulmonary Artery Collateral Artery (Disorder),SNOMED-CT
253353007,Divided Left Atrium (Disorder),SNOMED-CT
233924009,Heart Failure As A Complication Of Care (Disorder),SNOMED-CT
204395001,Congenital Aneurysm Of Heart (Disorder),SNOMED-CT
234029006,Coronary Steal Syndrome (Disorder),SNOMED-CT
399211009,History Of Myocardial Infarction (Situation),SNOMED-CT
32413006,Transplantation Of Heart (Procedure),SNOMED-CT
233929004,Post-Infarction Mural Thrombus (Disorder),SNOMED-CT
253434001,Common Atrioventricular Valve Limited To One Ventricle (Disorder),SNOMED-CT
268180007,Right Hypoplastic Heart Syndrome (Disorder),SNOMED-CT
253652009,Right Descending Aorta (Disorder),SNOMED-CT
253465005,Absent Right Atrioventricular Valve Leaflets (Disorder),SNOMED-CT
253530007,Right Ventricular Outflow Tract Obstruction (Disorder),SNOMED-CT
174826008,Arterial Switch Operation (Procedure),SNOMED-CT
315348000,Asymptomatic Coronary Heart Disease (Disorder),SNOMED-CT
233138003,Take Down Of Total Cavopulmonary Connection (Procedure),SNOMED-CT
18546004,Congenital Stenosis Of Aortic Valve (Disorder),SNOMED-CT
308065005,History Of Myocardial Infarction In Last Year (Situation),SNOMED-CT
195023001,Nutritional And Metabolic Cardiomyopathies (Disorder),SNOMED-CT
311796008,Postoperative Subendocardial Myocardial Infarction (Disorder),SNOMED-CT
83119008,Congenital Insufficiency Of Tricuspid Valve (Disorder),SNOMED-CT
26900001,Coronary Ostium Stenosis (Disorder),SNOMED-CT
233825009,Acute Q Wave Infarction - Anteroseptal (Disorder),SNOMED-CT
21981000,Single Coronary Artery (Disorder),SNOMED-CT
253515003,Ventricular Septal Defect In Fallot's Tetralogy (Disorder),SNOMED-CT
218728005,Interrupted Aortic Arch (Disorder),SNOMED-CT
90828009,Primary Restrictive Cardiomyopathy (Disorder),SNOMED-CT
19092004,Holt-Oram Syndrome (Disorder),SNOMED-CT
717481000000104,Excepted From Heart Failure Quality Indicators - Patient Unsuitable (Finding),SNOMED-CT
213152006,Heart-Lung Transplant Failure And Rejection (Disorder),SNOMED-CT
174810007,Revision Of Implantation Of Prosthetic Heart (Procedure),SNOMED-CT
253668003,Isolation Of Subclavian Artery (Disorder),SNOMED-CT
253601007,Aortic Valve Ring Hypoplasia (Disorder),SNOMED-CT
401251008,Coronary Heart Disease Monitoring Second Letter (Finding),SNOMED-CT
194780003,Hypertensive Heart And Renal Disease With Renal Failure (Disorder),SNOMED-CT
253643000,Ascending Aortic Atresia (Disorder),SNOMED-CT
170595000,Angina Control - Poor (Finding),SNOMED-CT
253725005,Congenital Coronary Artery Calcification (Disorder),SNOMED-CT
416158002,Right Ventricular Systolic Dysfunction (Disorder),SNOMED-CT
194767001,Benign Hypertensive Heart Disease With Congestive Cardiac Failure (Disorder),SNOMED-CT
253304007,Solitary Pulmonary Trunk With Aortic Atresia (Disorder),SNOMED-CT
253593006,Imperforate Pulmonary Valve (Disorder),SNOMED-CT
253575005,Bilateral Muscular Infundibula (Disorder),SNOMED-CT
95234008,Retroesophageal Aortic Arch (Disorder),SNOMED-CT
61959006,Common Truncus Arteriosus (Disorder),SNOMED-CT
85053006,"Percutaneous Transluminal Coronary Angioplasty, Multiple Vessels (Procedure)",SNOMED-CT
253397006,Overriding Mitral Valve (Disorder),SNOMED-CT
204357006,Ebstein's Anomaly Of Tricuspid Valve (Disorder),SNOMED-CT
194779001,Hypertensive Heart And Renal Disease With (Congestive) Heart Failure (Disorder),SNOMED-CT
300920004,Carotid Atherosclerosis (Disorder),SNOMED-CT
416610007,Right Ventricular Diastolic Dysfunction (Disorder),SNOMED-CT
810681000000101,Coronary Microvascular Disease (Disorder),SNOMED-CT
206586007,Congenital Cardiac Failure (Disorder),SNOMED-CT
175041000,Revision Of Connection Of Thoracic Artery To Coronary Artery (Procedure),SNOMED-CT
194821006,Coronary Thrombosis Not Resulting In Myocardial Infarction (Disorder),SNOMED-CT
233846000,Post-Infarction Ventricular Septal Defect (Disorder),SNOMED-CT
23063005,Congenital Atresia Of Mitral Valve (Disorder),SNOMED-CT
174815002,Correction Of Tetralogy Of Fallot Using Valved Right Ventricular Outflow Conduit (Procedure),SNOMED-CT
253581002,Truncal Valve Stenosis (Disorder),SNOMED-CT
250983006,Bicuspid Doming Of Aortic Cusp (Disorder),SNOMED-CT
253299006,Double Outlet Right Ventricle With Noncommitted Ventricular Septal Defect (Disorder),SNOMED-CT
253569001,Doubly Committed Subarterial Ventricular Septal Defect With Membranous Septum Extension (Disorder),SNOMED-CT
175029007,Prosthetic Bypass Of Coronary Artery (Procedure),SNOMED-CT
253657003,Cervical Aortic Arch (Disorder),SNOMED-CT
716621000000101,Heart Failure Monitoring Third Letter (Procedure),SNOMED-CT
253286008,Left Sided Atrium Connecting To Left Ventricle (Disorder),SNOMED-CT
253602000,Commissural Fusion Of Aortic Valve (Disorder),SNOMED-CT
233826005,Acute Non-Q Wave Infarction - Anteroseptal (Disorder),SNOMED-CT
194843003,Double Coronary Vessel Disease (Disorder),SNOMED-CT
232717009,Coronary Artery Bypass Grafting (Procedure),SNOMED-CT
275514001,Impaired Left Ventricular Function (Finding),SNOMED-CT
408471009,Cardiothoracic Transplantation (Qualifier Value),SNOMED-CT
28903008,Percutaneous Angioscopy (Procedure),SNOMED-CT
86234004,Hypertensive Heart And Renal Disease (Disorder),SNOMED-CT
161504004,History Of Angina Pectoris (Situation),SNOMED-CT
309814006,Aortocoronary Bypass Grafting (Procedure),SNOMED-CT
253295000,Abnormal Ventriculoarterial Connection (Disorder),SNOMED-CT
78069008,Chronic Rheumatic Pericarditis (Disorder),SNOMED-CT
253341008,Obstructive Eustachian Valve (Disorder),SNOMED-CT
45237002,Congenital Dilatation Of Aorta (Disorder),SNOMED-CT
41339005,Coronary Angioplasty (Procedure),SNOMED-CT
40250003,Interatrial Transposition Of Venous Return (Procedure),SNOMED-CT
384678000,Transposition Of Coronary Artery (Procedure),SNOMED-CT
109428005,Perimembranous Ventricular Septal Defect (Disorder),SNOMED-CT
521691000000100,Heart Failure Resolved (Finding),SNOMED-CT
195025008,Cardiac Glycogenosis (Disorder),SNOMED-CT
253624000,Pulmonary Atresia With Confluent Pulmonary Arteries (Disorder),SNOMED-CT
164869004,Electrocardiographic Posterior/Inferior Infarct (Finding),SNOMED-CT
271573009,Congenital Abnormality Of Thoracic Aorta And Pulmonary Arteries (Disorder),SNOMED-CT
253336000,Isomerism Of Right Atrial Appendage (Disorder),SNOMED-CT
175066001,Percutaneous Transluminal Balloon Angioplasty Of Bypass Graft Of Coronary Artery (Procedure),SNOMED-CT
253534003,Right Ventricular Outflow Tract Absent (Disorder),SNOMED-CT
240077004,Severe Scapuloperoneal Muscular Dystrophy With Cardiomyopathy (Disorder),SNOMED-CT
45471009,Endoscopy Of Coronary Artery (Procedure),SNOMED-CT
341751000000103,Congenital Dextroposition Of Heart (Disorder),SNOMED-CT
253689007,Major Aortopulmonary Collateral Artery (Disorder),SNOMED-CT
94706008,Muscular Ventricular Septum Defect (Disorder),SNOMED-CT
447698003,Ventricular Septal Defect With Anterior Malaligned Outlet Septum With Overriding Aortic Valve (Disorder),SNOMED-CT
253382008,Double Orifice Of Tricuspid Valve (Disorder),SNOMED-CT
253566008,Muscular Ventricular Septal Defect In Marginal Septum (Disorder),SNOMED-CT
253610004,Unicuspid Aortic Valve (Disorder),SNOMED-CT
253414002,Atrioventricular Septal Defect And Common Atrioventricular Junction (Disorder),SNOMED-CT
286950001,Chronic Rheumatic Aortic Valve Disease (Disorder),SNOMED-CT
205769006,Situs Inversus With Levocardia (Disorder),SNOMED-CT
253426007,Double Outlet Left Atrium (Disorder),SNOMED-CT
253357008,Left Atrial Appendage - Right - Juxtaposition (Disorder),SNOMED-CT
92506005,Biventricular Congestive Heart Failure (Disorder),SNOMED-CT
398274000,Coronary Artery Thrombosis (Disorder),SNOMED-CT
247611000000109,Congenital Heart Condition Monitoring (Regime/Therapy),SNOMED-CT
204431007,Atresia And Stenosis Of Aorta (Disorder),SNOMED-CT
445928005,Eisenmenger's Syndrome (Disorder),SNOMED-CT
275215001,Left Internal Mammary Artery Single Anastomosis (Procedure),SNOMED-CT
161502000,History Of Myocardial Infarct At Age Less Than Sixty (Situation),SNOMED-CT
253360001,Left Atrial Hypoplasia (Disorder),SNOMED-CT
83521008,Dilated Cardiomyopathy Caused By Alcohol (Disorder),SNOMED-CT
253481000,Fused Right Atrioventricular Valve Papillary Muscles (Disorder),SNOMED-CT
22298006,Myocardial Infarction (Disorder),SNOMED-CT
45492009,Congenital Stenosis Of Superior Vena Cava (Disorder),SNOMED-CT
232724005,Coronary Artery Bypass Grafts Greater Than 5 (Procedure),SNOMED-CT
253507001,Parachute Malformation Of Left Atrioventricular Valve (Disorder),SNOMED-CT
203741000000101,Insertion Of Drug-Eluting Coronary Artery Stent (Procedure),SNOMED-CT
253663007,Vascular Ring With Left Aortic Arch (Disorder),SNOMED-CT
43736008,Rheumatic Left Ventricular Failure (Disorder),SNOMED-CT
253556000,Ventricular Septal Defect With Malaligned Outlet Septum To Right (Disorder),SNOMED-CT
253430005,Imperforate Common Atrioventricular Valve (Disorder),SNOMED-CT
756003,Chronic Rheumatic Myopericarditis (Disorder),SNOMED-CT
253527000,Congenital Right Ventricular Aneurysm (Disorder),SNOMED-CT
384681005,Patch Repair Of Coronary Artery (Procedure),SNOMED-CT
253335001,Isomerism Of Atrial Appendages (Disorder),SNOMED-CT
253393005,Fused Tricuspid Papillary Muscle (Disorder),SNOMED-CT
426911005,Repair Of Double Chambered Right Ventricle (Procedure),SNOMED-CT
199007008,"Pre-Existing Hypertensive Heart And Renal Disease Complicating Pregnancy, Childbirth And The Puerperium (Disorder)",SNOMED-CT
17024001,Aortopulmonary Window (Disorder),SNOMED-CT
195147006,Atrial Thrombosis (Disorder),SNOMED-CT
16972009,Congenital Aneurysm Of Aorta (Disorder),SNOMED-CT
253489003,Overriding Left Atrioventricular Valve (Disorder),SNOMED-CT
253480004,Absent Right Atrioventricular Valve Papillary Muscle (Disorder),SNOMED-CT
27637000,Dextrocardia (Disorder),SNOMED-CT
253395003,Mitral Valve Dysplasia (Disorder),SNOMED-CT
253599005,Bicuspid Pulmonary Valve (Disorder),SNOMED-CT
78643003,Postcardiotomy Syndrome (Disorder),SNOMED-CT
46109009,Subendocardial Ischemia (Disorder),SNOMED-CT
175061006,Transection Of Coronary Artery Muscle Bridge (Procedure),SNOMED-CT
389026000,Ascites (Disorder),SNOMED-CT
253387002,Tricuspid Chordae Tendinae Too Short (Disorder),SNOMED-CT
233112003,Repair Of Fallot-Type Double Outlet Right Ventricle (Procedure),SNOMED-CT
75372006,Congenital Anomaly Of Mitral Valve (Disorder),SNOMED-CT
232719007,Coronary Artery Bypass Graft X 1 (Procedure),SNOMED-CT
253419007,Atrioventricular Septal Defect With Ventricular Component Under Superior Bridging Leaflet With Chords At Crest Ventricular Septum (Disorder),SNOMED-CT
441541008,Takotsubo Cardiomyopathy (Disorder),SNOMED-CT
194809007,Acute Atrial Infarction (Disorder),SNOMED-CT
253302006,Single Outlet Ventriculoarterial Connection (Disorder),SNOMED-CT
311792005,Postoperative Transmural Myocardial Infarction Of Anterior Wall (Disorder),SNOMED-CT
253713007,Coronary Orifice Atresia (Disorder),SNOMED-CT
15459006,Endocardial Cushion Defect (Disorder),SNOMED-CT
232720001,Coronary Artery Bypass Grafts X 2 (Procedure),SNOMED-CT
703272007,Heart Failure With Reduced Ejection Fraction (Disorder),SNOMED-CT
286721000000101,Review Of Patient At Risk From Coronary Heart Disease (Procedure),SNOMED-CT
233835003,Acute Widespread Myocardial Infarction (Disorder),SNOMED-CT
253411005,Absent Mitral Papillary Muscle (Disorder),SNOMED-CT
253381001,Absent Tricuspid Leaflet (Disorder),SNOMED-CT
111323005,Total Anomalous Pulmonary Venous Return (Disorder),SNOMED-CT
253717008,Coronary Artery Runs Between Aorta And Pulmonary Trunk (Disorder),SNOMED-CT
253625004,Pulmonary Atresia With Absent Pulmonary Artery (Disorder),SNOMED-CT
253432002,Dysplasia Of Common Atrioventricular Valve (Disorder),SNOMED-CT
161503005,History Of Myocardial Infarct At Age Greater Than Sixty (Situation),SNOMED-CT
191372008,Polycythemia Due To Cyanotic Heart Disease (Disorder),SNOMED-CT
253542002,Abnormal Left Ventricular Muscle Band (Disorder),SNOMED-CT
233877003,Restrictive Cardiomyopathy Without Endomyocardial Fibrosis (Disorder),SNOMED-CT
253413008,Hypoplastic Mitral Papillary Muscle (Disorder),SNOMED-CT
253458002,Right Atrioventricular Valve Hypoplasia (Disorder),SNOMED-CT
253422009,Atrioventricular Septal Defect - Ventricular Component Under Inferior Bridging Leaflet (Disorder),SNOMED-CT
253482007,Hypoplastic Right Atrioventricular Valve Papillary Muscle (Disorder),SNOMED-CT
204339005,Congenital Pulmonary Valve Abnormality (Disorder),SNOMED-CT
253621008,Pulmonary Trunk Stenosis (Disorder),SNOMED-CT
253326008,Coronary Sinus Orifice Atresia (Disorder),SNOMED-CT
20738002,Endarterectomy Of Coronary Artery (Procedure),SNOMED-CT
19249002,Premature Closure Of Foramen Ovale (Disorder),SNOMED-CT
49584005,Acute Cor Pulmonale (Disorder),SNOMED-CT
204379001,Congenital Stricture Of Coronary Artery (Disorder),SNOMED-CT
253720000,Congenital Coronary Arteriovenous Fistula (Disorder),SNOMED-CT
311793000,Postoperative Transmural Myocardial Infarction Of Inferior Wall (Disorder),SNOMED-CT
19242006,Pulmonary Edema (Disorder),SNOMED-CT
164871004,Lateral Infarction On Electrocardiogram (Finding),SNOMED-CT
253345004,Right Atrial Appendage Absent (Disorder),SNOMED-CT
232738003,Ligation Of Coronary Artery (Procedure),SNOMED-CT
175045009,Connection Of Mammary Artery To Coronary Artery (Procedure),SNOMED-CT
232729000,Percutaneous High Speed Rotational Coronary Atherectomy (Procedure),SNOMED-CT
73699003,Common Arterial Trunk And Common Origin Of Pulmonary Arteries (Disorder),SNOMED-CT
274947007,Divided Right Atrium (Disorder),SNOMED-CT
253288009,Left Sided Atrium Connecting To Both Ventricles (Disorder),SNOMED-CT
401250009,Coronary Heart Disease Monitoring 1st Letter (Finding),SNOMED-CT
253714001,Abnormal Coronary Artery Course (Disorder),SNOMED-CT
90539001,Ventricular Aneurysm (Disorder),SNOMED-CT
429589006,Left Ventricular Cardiac Dysfunction (Disorder),SNOMED-CT
253539008,Hypoplasia Of Left Ventricular Outflow Tract (Disorder),SNOMED-CT
253391007,Parachute Malformation Of Tricuspid Valve (Disorder),SNOMED-CT
401252001,Coronary Heart Disease Monitoring Third Letter (Finding),SNOMED-CT
253711009,Coronary Orifice Asymmetrical (Disorder),SNOMED-CT
253425006,Double Outlet Right Atrium (Disorder),SNOMED-CT
253484008,Left Atrioventricular Valve Atresia (Disorder),SNOMED-CT
170597008,Angina Control - Worsening (Finding),SNOMED-CT
174808005,Xenotransplant Of Heart (Procedure),SNOMED-CT
253278008,Ambiguous Atrioventricular Connection (Disorder),SNOMED-CT
232726007,Percutaneous Endarterectomy Of Coronary Artery (Procedure),SNOMED-CT
204398004,Congenital Epicardial Cyst (Disorder),SNOMED-CT
309518001,Right Ventricular Thrombus (Disorder),SNOMED-CT
204351007,Fallot's Trilogy (Disorder),SNOMED-CT
253378006,Overriding Tricuspid Valve (Disorder),SNOMED-CT
36233006,Congenital Stenosis Of Tricuspid Valve (Disorder),SNOMED-CT
56501009,Rheumatic Adherent Pericardium (Disorder),SNOMED-CT
253603005,Eccentric Opening Of Aortic Valve (Disorder),SNOMED-CT
174830006,Repair Of Total Anomalous Pulmonary Venous Connection (Procedure),SNOMED-CT
253719006,Circumflex Runs Posterior To Aorta (Disorder),SNOMED-CT
253586007,Pulmonary Valve Ring Hypoplasia (Disorder),SNOMED-CT
281093002,Hibernating Myocardium (Disorder),SNOMED-CT
851521000000102,Heart Failure Clinical Pathway (Regime/Therapy),SNOMED-CT
853561000000109,Referral To Angina Plan Self-Management Programme (Procedure),SNOMED-CT
233823002,Silent Myocardial Ischemia (Disorder),SNOMED-CT
12075007,Congenital Hypoplasia Of Ascending Aorta (Disorder),SNOMED-CT
194845005,Acquired Atrioventricular Fistula Of Heart (Disorder),SNOMED-CT
36221001,Benign Hypertensive Heart Disease (Disorder),SNOMED-CT
40541001,Acute Pulmonary Edema (Disorder),SNOMED-CT
109430007,Multiple Muscular Ventricular Septum Defect (Disorder),SNOMED-CT
253445003,Common Atrioventricular Valve Chordae Too Short (Disorder),SNOMED-CT
